k,tau_100,tau_200,tau_300,tau_400,tau_500,tau_600,tau_700,tau_800,tau_900,tau_1000,tau_1100,tau_1200,tau_1300,tau_1400,tau_1500,tau_1600,tau_1700,tau_1800,tau_1900,tau_2000,tau_2100,tau_2200,tau_2300,tau_2400,tau_2500,tau_2600,tau_2700,tau_2800,tau_2900,tau_3000,tau_3100,tau_3200,tau_3300,tau_3400,tau_3500,tau_3600,tau_3700,tau_3800,tau_3900,tau_4000,tau_4100,tau_4200,tau_4300,tau_4400,tau_4500,tau_4600,tau_4700,tau_4800,tau_4900,tau_5000
11.0,0.029605814054498508,2.228405901884212e-5,3.697145668318629e-8,1.3762726080412103e-8,2.779549743964915e-8,1.2169497482946665e-8,1.9566993814256683e-8,1.978771403746389e-8,2.302297707283115e-8,2.3234829999026747e-8,1.3830644883133504e-8,1.3021352692234102e-8,1.4750721146699242e-8,1.774148772414148e-8,1.4784684485374448e-8,2.1643005992589566e-8,1.5418944264448794e-8,1.6111327574054292e-8,9.651567931665194e-9,1.6188263150900452e-8,1.6447287207145968e-8,1.705134467461752e-8,2.5030465039640565e-8,1.4736047575867547e-8,1.055778232073867e-8,1.807105004438433e-8,9.262741952587257e-9,1.333958272090347e-8,6.02750553474271e-9,1.4059753077137124e-8,2.1786433296606202e-8,1.7720039316189844e-8,1.066854970295153e-8,1.0392856878552882e-8,1.3071669391188952e-8,9.564244883552677e-9,1.5970979001122833e-8,1.761239780497873e-8,1.6614546322424803e-8,1.3571128092273138e-8,2.3692653585277407e-8,2.3172343945095147e-8,1.253373735620489e-8,1.0797733468299383e-8,1.3242758896889658e-8,1.9231560104917688e-8,1.3933276701517658e-8,9.517463571042034e-9,2.7827756426494302e-8,1.590684119261342e-8
12.0,0.04131928521837975,3.1514364624291626e-5,3.644042290160236e-8,1.4675661772277647e-8,1.6158696081976668e-8,1.4957502598203338e-8,8.710615569425005e-9,1.3174647723774765e-8,1.2274311611904543e-8,9.091155571644854e-9,9.147760529180995e-9,2.3052296365538298e-8,8.64708294602362e-9,1.405561075318041e-8,1.1895663669217934e-8,1.0881157968656867e-8,7.428871543391327e-9,1.0011957434034595e-8,6.417390618511653e-9,1.0079760485160816e-8,7.050136497121544e-9,9.987707070016143e-9,1.296629308192712e-8,8.356724774421507e-9,8.175988858621555e-9,6.541616007610367e-9,5.8002783515910174e-9,1.3379831616492553e-8,7.016985822726061e-9,8.977828426146824e-9,1.1533622644128438e-8,7.648371751540869e-9,1.6277185289579905e-8,8.02566473277738e-9,1.1431405135030935e-8,1.0356606363281075e-8,1.0517365252422644e-8,6.779316427940737e-9,8.930815924330075e-9,1.2289240406267143e-8,6.3244511844310844e-9,1.1440760619385856e-8,5.871459911485607e-9,7.838748874267104e-9,7.656523372395372e-9,1.0951984060549794e-8,1.1242953997613429e-8,8.334539040238881e-9,9.87301178396564e-9,1.0445689312106187e-8
13.0,0.029271123026591496,2.228421448327453e-5,4.5780713710896326e-8,2.27849970928485e-8,2.13227438162427e-8,3.3772637292360755e-8,2.8165990294757224e-8,1.5606546847053378e-8,2.3603615203005e-8,5.312996020103486e-8,1.1891622637225181e-8,2.8914322048668465e-8,1.5415722259758513e-8,1.7490307532510124e-8,2.120163862962864e-8,4.457914366683186e-8,2.565782759064905e-8,1.621817933881897e-8,2.70125416161278e-8,1.1581710071872742e-8,2.0323222726942155e-8,3.0302515259567884e-8,2.151991382353446e-8,2.781689449956697e-8,2.064664421096855e-8,2.041253569959852e-8,1.337605933124095e-8,3.912945978070456e-8,1.9980943096657104e-8,2.7407661901572053e-8,1.7088546079645574e-8,2.1331967815894803e-8,1.871710332158426e-8,1.9065343149477568e-8,1.9775976657134682e-8,1.2995432991375797e-8,2.0903561575392425e-8,2.3820312346279067e-8,1.584032478326912e-8,1.1319544184223504e-8,2.0530319060914207e-8,2.247702103442506e-8,2.9229205769810025e-8,1.6703923785646707e-8,1.3900454665454802e-8,1.515690623559016e-8,2.537125450777418e-8,2.311880411008139e-8,2.5725593736965748e-8,9.361178168424187e-9
14.0,0.032943196979926606,2.522950542019613e-5,1.8699381537271903e-8,7.447311738034394e-11,8.524925757926696e-11,7.322578098126714e-11,1.040645874173746e-10,5.648505044777829e-11,7.998357134609911e-11,1.3717300007700682e-10,3.5382159819913395e-11,7.76305900925043e-11,6.096007230553771e-11,6.203263498070121e-11,5.341131330605334e-11,2.7917634942354436e-11,1.0194868094612844e-10,1.2616318351811377e-10,2.6715790675755917e-11,2.4500747169174243e-11,2.2341467918801148e-11,5.102114098459394e-11,1.9281355333699536e-11,4.661122639736829e-11,6.791040897186059e-11,9.824198693757913e-11,6.636388448193001e-11,5.2472267990638756e-11,5.6218064318073507e-11,9.510784089003714e-11,3.969227713746511e-11,1.132241225668593e-10,4.339726086375251e-11,4.122485493531365e-11,5.88123435970936e-11,1.0368748582391114e-10,3.137914718932728e-11,6.1391993303176e-11,7.099313457748576e-11,1.2272271969701564e-10,5.94538666965984e-11,6.138568452755547e-11,6.707849837458675e-11,7.540806689692363e-11,1.262078420655003e-10,5.602640608839205e-11,6.350287268823847e-11,6.577105901085772e-11,5.944182520827447e-11,1.3903752704702782e-10
15.0,0.023999649912281307,1.7969625856000292e-5,2.773127941312137e-8,1.8120595014202622e-8,1.8267779420373476e-8,2.4513094357577046e-8,2.4296152184727285e-8,3.043605324113174e-8,3.563225471123528e-8,2.515087219638948e-8,2.0011857968400015e-8,3.089098915832553e-8,2.8567844545307584e-8,1.5171526175558348e-8,1.4053003700349756e-8,1.5219299031328342e-8,8.568780693386052e-9,2.5705529703465304e-8,2.9219262580930674e-8,1.6889017972705888e-8,1.0369176414102516e-8,1.1099531545119964e-8,1.4854098744143145e-8,1.5967402433536786e-8,2.5977558710849727e-8,1.0619353933260045e-8,9.624422379847673e-9,1.5438814318803627e-8,1.9844857503730303e-8,1.577844739920247e-8,2.042684753477993e-8,1.0964282341409297e-8,1.804004915456171e-8,2.07619695564537e-8,1.4393589126980097e-8,2.092873184843983e-8,1.2427832264482196e-8,1.716333415795617e-8,5.762108905556896e-9,1.7437873103028677e-8,1.834202707943537e-8,2.436716233146407e-8,1.927263961292851e-8,1.2391858933809538e-8,7.82177370628609e-9,8.710623459511058e-9,7.736939633954519e-9,2.622035862258957e-8,2.234115869504357e-8,2.0173817768663722e-8
16.0,0.03284332044555898,2.502827267212223e-5,2.0766914854344353e-8,5.75500060664494e-9,4.949286215579445e-9,2.5538393657123335e-9,4.366292259835345e-9,2.5464031248690445e-9,3.0320511380321475e-9,3.915461925452976e-9,3.120227833464098e-9,3.766299947571378e-9,3.1738457666417573e-9,2.5121212493620988e-9,3.6166481866683724e-9,4.157821850715261e-9,2.4223339167173668e-9,3.506397051383019e-9,3.653880673711493e-9,1.9040556964846536e-9,3.158574583751496e-9,2.5403852220487084e-9,3.717061565458023e-9,2.992083643640545e-9,3.103844282636421e-9,7.63170582664278e-9,2.4713031522727814e-9,8.666526959098422e-9,1.711608727464648e-9,3.095902349758747e-9,2.303176345210458e-9,2.1963104115551895e-9,5.126290770226926e-9,2.5171986675705867e-9,2.982646796781574e-9,4.4293857500302955e-9,2.2045583567995458e-9,5.075700422767528e-9,2.835955479064407e-9,3.403165357211645e-9,3.3174651844741932e-9,2.4819009188324646e-9,2.7330494034260547e-9,1.975578476083449e-9,2.470379994744967e-9,2.6159059985384197e-9,2.78054988038546e-9,3.029371696859201e-9,3.4810467823537116e-9,1.811348361497972e-9
17.0,0.029756265025251003,2.2584318022981392e-5,2.2817025792441515e-8,1.1199309262172375e-8,1.1458194936884862e-8,6.145624527461423e-9,7.1664125491190264e-9,5.962916940907809e-9,9.245097328981385e-9,4.4805272020272075e-9,9.824900505257438e-9,4.933010773963977e-9,5.6154244220743385e-9,5.6178438804397305e-9,3.2101339525097135e-9,4.048850266808284e-9,6.654414731686226e-9,6.3361142062637405e-9,4.67021156376577e-9,7.076380007896332e-9,4.505428109769321e-9,2.8998275852308634e-9,6.252933699165867e-9,5.6259005517631975e-9,4.050630375273967e-9,4.77735433989023e-9,3.4231564851658803e-9,5.696258898732528e-9,3.5926283996200935e-9,6.3085307209608425e-9,5.5492013842355334e-9,4.0981914948783495e-9,4.518177826183758e-9,9.139430275778049e-9,7.343926254846242e-9,6.830777256373056e-9,4.25435084836681e-9,4.069752121767281e-9,4.708119798360005e-9,2.6875999183811395e-9,4.205027581386704e-9,1.1037430414732058e-8,3.0863509515530975e-9,6.347750506186052e-9,4.6917373630934954e-9,3.746556476638518e-9,2.862313035927909e-9,1.1372322346343644e-8,1.0166606619060089e-8,8.023574294494236e-9
18.0,0.027009187946799972,2.077986311858114e-5,3.461404806074523e-8,1.2688237180698235e-8,1.3644499099438487e-8,8.236127728831462e-9,1.4269116788083788e-8,1.6143098739264862e-8,7.77854289698907e-9,8.318261247904055e-9,1.0939128612698939e-8,7.474227734891217e-9,1.1037614150152373e-8,1.0517279729706647e-8,1.0839920747312611e-8,6.3155577846836365e-9,7.1658544857461314e-9,8.525550596944552e-9,1.270968033771197e-8,1.3639408500947474e-8,5.664594122456654e-9,7.481151010477377e-9,7.588706715963502e-9,1.053513184091216e-8,1.7346331777545314e-8,1.1231607558293244e-8,1.2093536065254067e-8,7.468272787881952e-9,5.046291578229058e-9,4.407026166386944e-9,9.28167767521341e-9,6.8807803929760504e-9,1.0638248697381895e-8,1.1249782292283953e-8,7.877646198713068e-9,8.357663657498009e-9,9.93111615198365e-9,9.168438558762051e-9,8.197976717146552e-9,9.786394561697715e-9,7.795501242825196e-9,5.913999432038936e-9,5.46579384142008e-9,9.458300556583011e-9,5.269018185532997e-9,4.7250773979109926e-9,8.477353165668174e-9,8.266551216106816e-9,1.236403740320233e-8,1.2647402134749993e-8
19.0,0.024989135195331143,1.8996260343115348e-5,1.4738635611049444e-8,6.240187488292206e-10,9.180570472824743e-10,7.242534889467156e-10,3.10339855299227e-10,9.11272568816138e-10,6.077456754156923e-10,7.588128721490409e-10,6.121929570651675e-10,5.610140160957169e-10,5.083279509644872e-10,6.609575930610844e-10,4.680608312882686e-10,6.244996454726071e-10,3.101391629722187e-10,8.744513814282489e-10,5.204934368521153e-10,7.432715745097848e-10,4.621071238379779e-10,3.919320107656296e-10,5.004193123995058e-10,3.4843940767765367e-10,7.093237167158326e-10,7.914953233873154e-10,4.16425367019574e-10,6.967792270291907e-10,3.547430625322857e-10,9.804258730615628e-10,6.07948348916541e-10,4.1424930658041903e-10,7.452011591155345e-10,4.905426562716452e-10,4.101789604937257e-10,5.106038333581845e-10,5.807861288099299e-10,7.080161790311678e-10,3.281480057122056e-10,5.420807688363403e-10,4.805041377922929e-10,7.329908700923713e-10,2.8827391970749717e-10,5.425212918436993e-10,4.4912914256458376e-10,3.993755986092744e-10,2.584235065115754e-10,4.862044110986029e-10,5.875662046972955e-10,5.91615114566808e-10
20.0,0.03631185974434582,2.7513455826632877e-5,2.3315752042123735e-8,6.194480484560364e-9,1.1173025301239385e-8,2.3743667666477357e-8,1.2450739078260844e-8,2.4407976816294537e-8,9.892054583976259e-9,1.241373644058843e-8,1.1897595117924157e-8,9.496642257847489e-9,1.095742106287751e-8,1.381058018272264e-8,1.1963855607561383e-8,1.0250865267428541e-8,1.0035730873893679e-8,9.113454483998988e-9,7.127470661506488e-9,1.094626617627188e-8,6.423294732285856e-9,1.1575075554454731e-8,5.594550092318024e-9,7.326106570628638e-9,1.5627297982872544e-8,1.616438026689123e-8,7.448149183088099e-9,6.177284673954135e-9,6.998043174977177e-9,1.366050301751582e-8,6.1696692543311165e-9,1.1129513153268525e-8,9.364603903662833e-9,1.1169443198137432e-8,8.724802625705028e-9,1.5462639123302664e-8,1.5061512012793006e-8,7.374183058735018e-9,1.0589503162356884e-8,7.587199422117985e-9,1.2512001702452725e-8,1.2687237114632583e-8,7.340452185964004e-9,7.837916334234574e-9,8.19288193014595e-9,1.6230739704712527e-8,5.597905497430395e-9,1.2082674524241451e-8,1.2800404044992076e-8,1.1851053676098185e-8
21.0,0.035410910442455874,2.7018225591120448e-5,2.0387255363376834e-8,6.772361223757453e-10,1.2018099770136347e-9,7.784462967622136e-10,1.5512738999081759e-9,1.0864641006862566e-9,8.494663827777087e-10,9.536202643655261e-10,1.1598384757441246e-9,7.883241829321829e-10,6.881878080198491e-10,6.730504300750337e-10,9.181122144535518e-10,8.065622009169012e-10,1.186315805279575e-9,6.808482021827854e-10,6.760111938037823e-10,6.683361375914779e-10,6.680301348296497e-10,4.610809474091857e-10,4.4247307064620135e-10,5.11456145678513e-10,7.09309422363819e-10,3.4755922955051525e-10,2.735191418755706e-10,8.39209716866156e-10,4.087346478694095e-10,6.75982076309899e-10,3.551725956215581e-10,7.013279462379122e-10,9.969507518606795e-10,5.598326345520434e-10,5.97969027066268e-10,1.433053082922839e-9,5.511084806116582e-10,4.1529266015695187e-10,5.312697750083007e-10,3.175447634538414e-10,3.0046602028371706e-10,5.742940495525314e-10,5.29719403800088e-10,3.22836575378109e-10,8.130423823892833e-10,3.765892513608417e-10,3.129362705849192e-10,8.061651210391608e-10,7.796993692168751e-10,7.256789306215335e-10
22.0,0.034816533262124874,2.6511448350436663e-5,2.713841147433256e-8,5.046607389176025e-9,1.1313606699601067e-8,7.56945725476665e-9,6.719330984666944e-9,3.6184076380958587e-9,9.083979251666883e-9,6.026294014776853e-9,9.529122436977064e-9,7.721402695036979e-9,5.3533166876666635e-9,5.031995065313291e-9,5.0478949966518115e-9,5.8095423643203585e-9,6.8664846822602224e-9,4.152247976846859e-9,4.136660942396743e-9,1.0163864187998106e-8,7.0240378481613e-9,5.264704952510863e-9,7.05304027224241e-9,5.008706106703001e-9,5.130144183858011e-9,6.34112758055303e-9,2.9533482337615692e-9,4.236421233012211e-9,2.215472239439877e-9,7.971141521303853e-9,3.2992660118761777e-9,4.178654924489351e-9,4.2605658098907316e-9,3.0192218747727644e-9,4.421622862201422e-9,3.875862026319891e-9,5.377985790693059e-9,2.0801681245749823e-9,5.794691436727825e-9,4.557430471060636e-9,6.684798483343158e-9,5.516331625493902e-9,6.470368575306148e-9,6.017205654201859e-9,6.634764698047283e-9,4.123727262798974e-9,9.134521754005565e-9,5.273458506399868e-9,7.320954258054848e-9,4.127615419915769e-9
23.0,0.035479257477316756,2.702168583045201e-5,2.6093193574829992e-8,7.3697225893252715e-9,4.329741312487256e-9,7.78712356429422e-9,4.55417268569542e-9,3.350528685212784e-9,2.9805724581197692e-9,2.8626682220613456e-9,2.5377893031417295e-9,3.1103907264971103e-9,4.763292337117365e-9,3.899890126414331e-9,5.337487307078496e-9,2.321238184378735e-9,4.3324286118936285e-9,2.1765299092358004e-9,5.4130358796985675e-9,5.245990777358951e-9,3.615289816686227e-9,4.055281008527779e-9,4.999062325427053e-9,3.8748149930180056e-9,1.7199693495092503e-9,2.1584707598081015e-9,1.394679202456115e-9,3.1775853620880557e-9,3.139863247365667e-9,3.940090671977595e-9,2.613784614649874e-9,3.7041578433101754e-9,2.925620101083526e-9,3.139677051197358e-9,3.2641658462580858e-9,2.5322346276445418e-9,3.3267867975714147e-9,3.920715810636064e-9,4.028244019637455e-9,2.545915234705933e-9,3.88246741727507e-9,2.38354181121822e-9,4.197968063073708e-9,3.358164762951804e-9,2.527551298379908e-9,2.3293400476650757e-9,4.072144054089763e-9,3.4395999514972167e-9,3.1885682394228053e-9,4.205002300846607e-9
24.0,0.02816712005006715,2.1449834433836102e-5,1.846179634131598e-8,2.2405936219458444e-9,3.430939343142871e-9,2.555821979348998e-9,2.1591360454568623e-9,7.902313102272449e-10,2.5027674107513264e-9,1.9420347272811135e-9,1.7635513469524962e-9,1.9635327714529554e-9,1.050347281898653e-9,1.9868785844921672e-9,7.761590446641534e-10,1.1919895517228561e-9,1.8772385540526163e-9,1.2458118399491331e-9,1.6216326888899595e-9,1.6458865554502769e-9,1.924438074274304e-9,1.1121025169408658e-9,9.822719420079645e-10,2.0329237806262886e-9,1.787660706463915e-9,1.2559704227764228e-9,1.01075351834711e-9,1.756399986608265e-9,1.6973404095395826e-9,1.0277638759490495e-9,2.7840449967074433e-9,1.0881532413218069e-9,9.651159644232582e-10,1.2224388553164714e-9,1.7688366800257941e-9,1.4088208695135734e-9,1.5610554012732042e-9,1.2183023433290168e-9,9.101268618479467e-10,2.4913573689117695e-9,1.2184747423147781e-9,1.031773843072167e-9,1.6163034227108949e-9,1.4963920911266304e-9,1.1857665019338435e-9,1.9909660066454596e-9,1.3056830206622083e-9,2.3365006670762303e-9,1.570809666914369e-9,9.828887143035125e-10
