k,tau_100,tau_200,tau_300,tau_400,tau_500,tau_600,tau_700,tau_800,tau_900,tau_1000,tau_1100,tau_1200,tau_1300,tau_1400,tau_1500,tau_1600,tau_1700,tau_1800,tau_1900,tau_2000,tau_2100,tau_2200,tau_2300,tau_2400,tau_2500,tau_2600,tau_2700,tau_2800,tau_2900,tau_3000,tau_3100,tau_3200,tau_3300,tau_3400,tau_3500,tau_3600,tau_3700,tau_3800,tau_3900,tau_4000,tau_4100,tau_4200,tau_4300,tau_4400,tau_4500,tau_4600,tau_4700,tau_4800,tau_4900,tau_5000
21.0,0.035780717735729814,2.824583547292264e-5,4.444306169771773e-8,2.2833444449262982e-8,2.8350215445780673e-8,2.2733740796872725e-8,2.4629665304012458e-8,2.3055961253328776e-8,2.2959261917361618e-8,2.5129346641822438e-8,2.601594305701147e-8,1.919707853397368e-8,1.8301227335491482e-8,2.3688890850873083e-8,2.379125451190588e-8,1.959876033371774e-8,2.499760909752549e-8,0.002582740924814318,64.5294861395,407.54080630716567,208.9357267979027,426.97355471368206,555.712100776589,622.295471183115,577.733139791997,452.7121632234987,96.42238569474654,71.7798133412553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.03541904811667388,2.79639391105753e-5,6.380012155496743e-8,3.117889079812892e-8,4.387585891509323e-8,3.979592440015026e-8,5.0115259745921654e-8,3.337208576104873e-8,3.9868285718290714e-8,4.064819465319857e-8,5.011777045315169e-8,5.1001245140583345e-8,3.9799180490358076e-8,3.7366552687078666e-8,3.6570328595171176e-8,2.7826366259113938e-8,4.790285775338955e-8,0.0010077662502461426,93.91684234635366,119.5724813689116,423.40699379128654,300.2052247360074,350.192858284891,599.2416580491268,452.45646971694146,133.05876957304355,179.3863482961711,88.73946905150507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.036102085602725764,2.8567963089844883e-5,7.511260548219045e-8,6.11037506844858e-8,3.989193118158266e-8,6.758979448144705e-8,4.691782303616368e-8,4.011910009896928e-8,3.019494048520872e-8,3.6356216638752046e-8,3.1818122165740816e-8,4.616307366279778e-8,4.7257612893761334e-8,3.7278251043027515e-8,5.752850717188654e-8,3.54074032401025e-8,4.147921114028506e-8,0.000405764369418639,164.59834388805814,290.31367758549425,116.76748344490105,446.9562173302904,256.87673314298695,484.2270595031605,352.24266045320326,309.99010147033795,210.03427541885324,71.80538673450191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.02856084864308367,2.2611129413047855e-5,4.291085285375419e-8,2.570472784658678e-8,3.267479699168723e-8,2.9647384674897414e-8,2.81770303578739e-8,1.8535994383855075e-8,2.793685331228201e-8,2.410920711219154e-8,2.1640320547077203e-8,1.943807777489704e-8,1.972462686517406e-8,2.062410459122302e-8,1.8358206049534663e-8,2.1018273711626046e-8,1.7994218244206404e-8,0.00016987733053979307,84.37562052131278,131.94719998977524,292.86788199935404,211.3984969423699,355.602559045117,349.82281612682374,321.5759852635945,123.9446681239163,32.72006323136493,43.74301671796443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.03406540260933674,2.6749421385361308e-5,2.4671008083559045e-8,3.5637061458367105e-9,4.103490897455502e-9,3.579604866266915e-9,3.21178202934784e-9,4.6783024711121955e-9,4.507638677153445e-9,5.538925018282917e-9,3.3940525316937435e-9,6.919256164809796e-9,3.814623605071079e-9,3.012046765197217e-9,3.076981196656343e-9,5.189438795898232e-9,4.634697682781593e-9,6.828643347906015e-5,34.40162533776527,150.85295367761987,91.14327415205354,261.12416308452714,251.33958673704092,310.9452128266906,276.74733179005386,149.0150200016285,67.24788165581943,16.73828292417557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,0.03295050159265852,2.5742398571008973e-5,3.5845025877104614e-8,1.346311527225195e-8,1.1851365217337258e-8,1.4270668223696876e-8,7.303378981400246e-9,1.8477933562680086e-8,1.1933597830104385e-8,1.3711475489302977e-8,1.5623171168570927e-8,8.883284672586234e-9,1.02558778982315e-8,1.1363496002964731e-8,1.267799088624309e-8,1.2532955223447005e-8,8.033738325939787e-9,2.7031035360835753e-5,78.78358511531037,155.54294162270617,202.3907380074909,257.54082037158537,177.1563495166628,243.92909764507834,228.96036112786274,112.50290915799388,115.21050880856382,4.982722901190972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,0.032896637227018924,2.548394126900655e-5,4.860261556041344e-8,3.423050006550183e-8,3.127029090430799e-8,2.6639343124267087e-8,2.6038887908663302e-8,2.4813545673292365e-8,4.242093918576662e-8,3.205770423248595e-8,2.878642281083853e-8,3.293747228834337e-8,5.038027837316523e-8,3.1271376127060306e-8,3.63067999240802e-8,5.31272476592164e-8,3.684746729003138e-8,1.0957924781481094e-5,80.69892916636198,74.56458419462997,73.25910694059036,132.61869843368055,166.98950313206763,251.9655780648212,217.16503440326045,83.18032753631323,68.55653948057719,7.975806271990794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,0.02973871588457184,2.3038601983150603e-5,4.7091108477814385e-8,3.0738708719892734e-8,3.639257628504942e-8,2.3405099916987405e-8,2.610149282050052e-8,2.4543702209183633e-8,2.049265152460433e-8,3.182081172785825e-8,2.4212834722452483e-8,2.8743530295768164e-8,3.179926055205967e-8,2.5130880842229096e-8,2.510162918152879e-8,2.2416591914082097e-8,1.9069951680907627e-8,4.57975791409835e-6,34.81020715781042,135.75564389401498,147.18815883386122,202.48784726701032,195.08550765656116,242.16656765227606,178.47305337622456,101.57164022632253,27.54838727533399,17.532282063033364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,0.03155308501590279,2.482875788666754e-5,2.5374685530112846e-8,9.225398011892653e-9,1.1586779226241384e-8,7.787058877628149e-9,6.634649699894581e-9,8.038825743854061e-9,8.037346955405048e-9,1.0016180676554254e-8,9.553498411632245e-9,7.051888032837415e-9,7.786237509165522e-9,8.689854164479334e-9,7.123907635270248e-9,1.1071709105081678e-8,5.960757658946196e-9,1.794949329613694e-6,33.378726989732165,75.33549733301287,67.5042123829306,147.81519751016668,137.95957479273184,224.9031598352809,172.69323454766953,75.6693928767874,39.762487990050936,25.486724045228446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0274359512200562,2.1698424716743045e-5,1.8723384263546147e-8,2.1566895026953463e-9,1.9281921503197434e-9,2.443559028933418e-9,2.5417351566843837e-9,1.87572616825198e-9,2.8315561958476606e-9,2.7668770343747408e-9,1.7766882928094011e-9,2.2368639020116243e-9,1.9753958118338373e-9,2.091505132672059e-9,1.677150091662273e-9,1.6965161619222504e-9,2.022254744841074e-9,7.118830948595761e-7,53.05418813964219,88.992818061674,108.02957475667554,131.14384071507715,114.06412498143283,187.48356956449737,143.5055610056395,63.895244365254776,76.98168514021809,25.51243854022326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,0.03613943122754921,2.8174936024804884e-5,3.960452354267664e-8,1.95661823986534e-8,1.561819326501135e-8,1.552872156292319e-8,1.8158686380733346e-8,1.654680929706503e-8,1.2487285237877862e-8,1.215590856327827e-8,1.2051453720021515e-8,1.6406876130038807e-8,1.668380442548797e-8,1.3956502399190183e-8,1.8724614345986208e-8,1.4165110287784291e-8,1.967666822281207e-8,2.740201509453427e-7,42.258900983959855,86.97189905085186,67.76927389717197,155.1327120583945,130.91035110683623,159.61623030764756,141.18214242265725,60.045206025163786,35.523635779759736,19.36079336082966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,0.032600879213947685,2.532510484451193e-5,3.350010635845964e-8,1.3046107299082027e-8,1.0204074207544677e-8,1.8749116599175978e-8,2.7975867496241607e-8,1.795886713203253e-8,1.3377611629634823e-8,1.1924344595846366e-8,2.449221492190711e-8,1.2415332706503404e-8,1.794901386651534e-8,1.5812199835424996e-8,1.5866978170663158e-8,1.0896317824514754e-8,1.5279348860979122e-8,1.2075308794002673e-7,25.218293713584504,54.682637547924124,114.0510861882438,107.40135899926588,145.21694243891957,156.82290099130876,113.06044253358105,61.35416992611636,15.1519895104074,12.536808914740378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
