Step,Phi_Angle,K_Strength
157,2.52574671949698,0.48790023983401226
158,2.457928964991903,0.48904747103918844
159,2.3905226708890726,0.4902053400669779
160,2.3235286304179157,0.4914056173729205
161,2.2569482067910815,0.4926803476987113
162,2.1907832010844954,0.49406147498460834
163,2.125035725495829,0.49558042209762154
164,2.059708083543657,0.49726763055298445
165,1.9948026584292742,0.4991520662573503
166,1.930321810423908,0.5012606961539255
167,1.8662677837477244,0.5036179360137966
168,1.802642622938446,0.5062450584175981
169,1.7394480980893423,0.5091595252214492
170,1.6766856373963983,0.5123741534863248
171,1.6143562637864282,0.5158958949618783
172,1.5524605290249704,0.519723704125304
173,1.4909984314163753,0.523844352705706
174,1.4299692891212814,0.5282249104129169
175,1.3693715308194587,0.5328062155549559
176,1.3092024183692597,0.5375112973463905
177,1.2494578396988816,0.5422645558146894
178,1.190132292820146,0.5470013935567752
179,1.1312190267246267,0.5516689457564705
180,1.0727102517497409,0.5562247211925191
181,1.0145973643501476,0.5606351377068766
182,0.9568711618388308,0.564874199354669
183,0.8995220377053368,0.5689223284767181
184,0.8425401546601536,0.5727653459314279
185,0.7859155953811107,0.5763935895742213
186,0.7296384921477328,0.5798011589093887
187,0.6736991370260892,0.5829852726433592
188,0.6180880743984076,0.5859457256830295
189,0.5627961775985106,0.5886844326538119
190,0.507814711304488,0.5912050459454464
191,0.45313538119897606,0.5935126373980121
192,0.3987503722581396,0.5956134338702511
193,0.3446523768859082,0.5975145980057045
194,0.2908346139760649,0.5992240464908174
195,0.2372908398649729,0.6007502989722374
196,0.1840153520330139,0.6021023515742824
197,0.13100298632362506,0.6032895696488255
198,0.07824910837464748,0.6043215950216938
199,0.025749599896976786,0.6052082635982551
200,-0.026499159610749775,0.6059595297831377
201,-0.07850031515637212,0.6065853947799433
202,-0.13025656202467673,0.6070958364867717
203,-0.18177017450370236,0.607500739404778
204,-0.23304303705035156,0.6078098237307867
205,-0.2840766773760226,0.6080325735974913
206,-0.33487230092593023,0.6081781652253015
207,-0.3854308262171831,0.608255396510675
208,-0.43575292049354886,0.6082726202348343
209,-0.48583903515257815,0.6082376835648315
210,-0.5356894404067171,0.6081578767698528
211,-0.585304258657362,0.6080398940397
212,-0.6346834960919274,0.6078898089490301
213,-0.6838270720602271,0.6077130664784369
214,-0.7327348458478724,0.6075144926414799
215,-0.7814066405394282,0.6072983217701247
216,-0.8298422637496685,0.607068240495342
217,-0.8780415250933506,0.606827446541426
218,-0.926004250357634,0.6065787197296729
219,-0.9737302924315285,0.6063245021228519
220,-1.0212195391291932,0.6060669840583998
221,-1.0684719181147404,0.6058081928975751
222,-1.1154873991931789,0.6055500816110728
223,-1.1622659942739162,0.6052946147616439
224,-1.2088077553400085,0.6050438499589196
225,-1.2551127707690517,0.6048000133843736
226,-1.3011811603519714,0.6045655684614359
227,-1.3470130693461622,0.60434327713924
228,-1.3926086618817521,0.6041362535460335
229,-1.437968114016475,0.6039480099409554
230,-1.483091606707907,0.6037824949518299
231,-1.5279793189433377,0.6036441240396371
232,-1.572631421239036,0.6035378019890597
233,-1.6170480696931628,0.6034689370021165
234,-1.6612294007511557,0.6034434456819179
235,-1.7051755268197362,0.6034677478491687
236,-1.7488865328462113,0.6035487497482634
237,-1.7923624739639061,0.6036938137863473
238,-1.8356033742924318,0.603910712523221
239,-1.8786092269733417,0.6042075642122609
240,-1.9213799955174125,0.6045927468095087
241,-1.9639156165392748,0.6050747870582274
242,-2.006216003958112,0.6056622210757964
243,-2.048281054749121,0.6063634229020332
244,-2.090110656338414,0.6071863978352122
245,-2.131704695742373,0.6081385382609114
246,-2.1730630705586242,0.6092263413153957
247,-2.214185701915356,0.6104550904407001
248,-2.255072549472891,0.6118285070554662
249,-2.2957236285374436,0.6133483845186479
250,-2.3361390292813176,0.6150142243948663
251,-2.376318937955007,0.6168229042339731
252,-2.41626365981555,0.6187684150864077
253,-2.455973643281473,0.6208417128390701
254,-2.495449504572251,0.6230307261453539
255,-2.5346920518359775,0.6253205515870135
256,-2.573702307568776,0.627693842966571
257,-2.612481528046977,0.6301313705352651
258,-2.6510312185749765,0.632612696424796
259,-2.689353143604919,0.635116894353646
260,-2.727449331167487,0.6376232403431322
261,-2.7653220714899622,0.6401118152818261
262,-2.8029739100858846,0.6425639829644311
263,-2.8404076359184813,0.6449627307762783
264,-2.87762626543987,0.6472928788965256
265,-2.914633023392961,0.6495411756042149
266,-2.951431321255816,0.6516963015056021
267,-2.9880247341385107,0.6537488060273626
268,-3.024416976838,0.6556909972588572
269,-3.06061187963858,0.6575168027015433
270,-3.0966133643288694,0.6592216146936927
271,-3.132425420799313,0.6608021307769046
272,3.1151332226884816,0.6622561963018339
273,3.0796878922901425,0.6635826541929776
274,3.044419831989209,0.6647812049682823
275,3.009324993959531,0.665852278759166
276,2.974399363533749,0.6667969201104603
277,2.9396389756907877,0.6676166856732347
278,2.905039930254631,0.6683135544637996
279,2.8705984058332437,0.6688898500901833
280,2.836310672537707,0.6693481741964786
281,2.802173103529194,0.6696913503100127
282,2.7681821854459736,0.6699223772695602
283,2.734334527765059,0.6700443914450718
284,2.7006268711538857,0.6700606370163213
285,2.667056094866986,0.6699744436492424
286,2.6336192232413778,0.6697892109873104
287,2.600313431342496,0.6695083994561002
288,2.5671360498102613,0.6691355269586253
289,2.534084568952424,0.6686741711148512
290,2.5011566421296934,0.6681279767691536
291,2.468350088474497,0.6675006685531878
292,2.4356628949826455,0.6667960683475406
293,2.4030932180144897,0.6660181175326375
294,2.370639384239788,0.6651709039564798
295,2.3382998910579165,0.6642586935725793
296,2.3060734065229087,0.6632859667142431
297,2.2739587688003997,0.6622574589691721
298,2.2419549851815557,0.661178206598693
299,2.210061230676896,0.6600535964060062
300,2.1782768462109368,0.6588894198941947
301,2.1466013364366514,0.6576919314636503
302,2.115034367186788,0.6564679102757991
303,2.083575762577182,0.6552247252510945
304,2.052225501775333,0.6539704024696164
305,2.0209837154455736,0.6527136939978511
306,1.9898506818802197,0.6514641468714579
307,1.9588268228240922,0.6502321706181803
308,1.9279126989977284,0.6490291013062669
309,1.8971090053224384,0.6478672596528907
310,1.8664165658480079,0.6467600002282217
311,1.8358363283814172,0.645721748252054
312,1.8053693588121376,0.6447680199137197
313,1.775016835126611,0.6439154215697713
314,1.7447800411008871,0.6431816226093608
315,1.7146603596564387,0.6425852962490345
316,1.68465926585907,0.6421460220511325
317,1.6547783195347876,0.6418841435711049
318,1.6250191574685133,0.6418205742307159
319,1.5953834851412378,0.6419765442571382
320,1.565873067947159,0.642373281240191
321,1.5364897218132214,0.6430316163762971
322,1.5072353031165824,0.6439715075026431
323,1.4781116977576343,0.6452114681366035
324,1.449120809191949,0.6467678883241601
325,1.4202645451473173,0.6486542275467135
326,1.3915448026427637,0.6508800521655853
327,1.3629634507763824,0.6534498821105702
328,1.3345223105559436,0.6563618127338463
329,1.3062231308348242,0.6596059131113494
330,1.2780675592803148,0.6631625247252009
331,1.2500571074777886,0.6670008623091144
332,1.2221931101722687,0.6710787181189699
333,1.1944766806241465,0.6753442234085961
334,1.1669086667228863,0.6797399229983764
335,1.1394896142355828,0.6842080219660938
336,1.1122197426396874,0.6886949402460232
337,1.0850989356980956,0.6931540347605132
338,1.0581267454741996,0.6975465345119483
339,1.0313024065673055,0.7018413150138351
340,1.0046248570545464,0.7060141112532272
341,0.9780927632037415,0.7100465463745016
342,0.9517045458198247,0.7139251673649094
343,0.9254584067930713,0.7176405695084835
344,0.8993523549476772,0.7211866360575945
345,0.8733842306579088,0.7245598940804527
346,0.8475517289448135,0.7277589767901718
347,0.82185242092565,0.7307841790482619
348,0.7962837735891546,0.7336370923417829
349,0.7708431679319248,0.7363203065227448
350,0.7455279155280146,0.7388371670950946
351,0.7203352736239588,0.7411915784274936
352,0.6952624588611267,0.7433878447742006
353,0.6703066597299101,0.7454305423279232
354,0.6454650478587676,0.7473244166877644
355,0.6207347882369751,0.7490743011081847
356,0.5961130484643464,0.7506850517180039
357,0.5715970071148464,0.7521614965823658
358,0.5471838612943911,0.7535083960458374
359,0.5228708334665114,0.7547304122603594
360,0.49865517761326594,0.7558320861843426
361,0.47453418479266435,0.7568178206531799
362,0.4505051881482631,0.7576918683789312
363,0.42656556742138757,0.7584583239480599
364,0.40271275301156373,0.7591211190592557
365,0.37894422962637125,0.7596840203854395
366,0.3552575395579674,0.7601506295607242
367,0.33165028561981497,0.760524384889015
368,0.3081201337738977,0.7608085644498835
369,0.28466481547572037,0.7610062903424615
370,0.26128212976167503,0.761120533861878
371,0.2379699451009645,0.7611541214473134
372,0.21472620103202036,0.7611097412777348
373,0.1915489096014389,0.7609899504221919
374,0.1684361566216206,0.7607971824773344
375,0.1453861027617418,0.7605337556464523
376,0.12239698448518535,0.7602018812326108
377,0.0994671148452755,0.7598036725339367
378,0.07659488414998908,0.7593411541423103
379,0.053778760505226474,0.758816271658007
380,0.031017290245218623,0.7582309018425217
381,0.008309098257880867,0.7575868632401198
382,-0.01434711178800072,0.7568859273057776
383,-0.03695255730753975,0.7561298300831751
384,-0.05950837675090146,0.7553202844813914
385,-0.08201562963592288,0.7544589932029008
386,-0.10447529665780284,0.7535476623783489
387,-0.1268882798720427,0.7525880159653485
388,-0.1492554029471795,0.7515818109689997
389,-0.1715774114844677,0.750530853540889
390,-0.19385497340188151,0.7494370160107119
391,-0.21608867938039975,0.748302254900129
392,-0.23827904337073555,0.7471286299617315
393,-0.2604265031591326,0.7459183242766516
394,-0.2825314209911445,0.7446736654320638
395,-0.3045940842526133,0.7433971477840966
396,-0.326614706207424,0.7420914557920698
397,-0.3485934267918507,0.7407594883859531
398,-0.3705303134656572,0.7394043843000232
399,-0.39242536212032036,0.7380295482713263
400,-0.41427849804512257,0.7366386779612577
401,-0.4360895769520192,0.7352357914119166
402,-0.4578583860604739,0.7338252547955049
403,-0.4795846452437755,0.7324118101547598
404,-0.5012680082384164,0.7310006027651772
405,-0.5229080639185467,0.7295972076758971
406,-0.54450433763753,0.7282076549061535
407,-0.5660562926388991,0.726838452689167
408,-0.5875633315392076,0.7254966080668261
409,-0.6090247978853112,0.7241896440485935
410,-0.630439977788775,0.7229256124596497
411,-0.6518081016401769,0.7217131015199554
412,-0.6731283459060318,0.7205612371221386
413,-0.6943998350110971,0.7194796767171644
414,-0.7156216433087061,0.7184785946787522
415,-0.7367927971415964,0.7175686580072357
416,-0.7579122769955322,0.7167609912583466
417,-0.7789790197476802,0.716067129649743
418,-0.7999919210113134,0.7154989594152994
419,-0.8209498375780073,0.7150686446508155
420,-0.8418515899578283,0.7147885401300221
421,-0.8626959650174688,0.7146710898696512
422,-0.8834817187154405,0.7147287115869905
423,-0.9042075789326345,0.7149736676192155
424,-0.9248722483955977,0.7154179233529291
425,-0.9454744076888566,0.7160729947319135
426,-0.9660127183514697,0.7169497869532293
427,-0.9864858260519094,0.7180584270036515
428,-1.0068923638339882,0.719408093203027
429,-1.0272309554254837,0.7210068453783145
430,-1.0475002185996558,0.7228614596602783
431,-1.0676987685787436,0.7249772721429427
432,-1.0878252214672475,0.7273580357453431
433,-1.1078781977017236,0.7300057945412797
434,-1.1278563255028196,0.7329207795553138
435,-1.1477582443144951,0.7361013295425864
436,-1.1675826082148866,0.7395438395446666
437,-1.1873280892832516,0.7432427389599635
438,-1.2069933809081197,0.747190499216288
439,-1.2265772010243399,0.751377667920359
440,-1.2460782952733973,0.7557929175077417
441,-1.2654954401022687,0.7604230589704853
442,-1.2848274459042404,0.7652526796260217
443,-1.3040731612044707,0.7702514469120207
444,-1.3232315040922253,0.775266224150326
445,-1.3423015825315285,0.7801993277106133
446,-1.361282751939198,0.7850229327264875
447,-1.38017459462527,0.7897180426407198
448,-1.3989768948404817,0.7942712663992856
449,-1.4176896161902046,0.7986735087497231
450,-1.436312881414843,0.8029190266713603
451,-1.4548469543103768,0.8070046968128415
452,-1.4732922235544401,0.8109294367974815
453,-1.4916491882234237,0.8146937454580366
454,-1.5099184448099305,0.8182993367230289
455,-1.5281006755727646,0.8217488478227447
456,-1.5461966380718484,0.8250456067175772
457,-1.5642071557583077,0.8281934468457337
458,-1.5821331095055935,0.8311965597559665
459,-1.5999754299809659,0.8340593781208034
460,-1.6177350907685486,0.8367864831440652
461,-1.6354131021654037,0.839382531576076
462,-1.6530105055810835,0.8418521985008928
463,-1.6705283684789325,0.8442001328157545
464,-1.6879677798043484,0.846430922925322
465,-1.7053298458512092,0.8485490706544667
466,-1.7226156865230144,0.8505589717686237
467,-1.7398264319499475,0.852464901799858
468,-1.7569632194272191,0.8542710061253747
469,-1.7740271906437115,0.8559812934454735
470,-1.7910194891731066,0.8575996319696367
471,-1.807941258202679,0.8591297477501872
472,-1.8247936384773407,0.8605752247088796
473,-1.8415777664388944,0.8619395059877186
474,-1.858294772542412,0.8632258963251354
475,-1.8749457797334788,0.8644375652154481
476,-1.891531902071663,0.8655775506558042
477,-1.9080542434869379,0.8666487633225142
478,-1.924513896657184,0.8676539910494508
479,-1.9409119419959395,0.8685959035062973
480,-1.9572494467406816,0.8694770569949374
481,-1.9735274641327745,0.8702998992990036
482,-1.9897470326811522,0.8710667745352687
483,-2.00590917550245,0.8717799279667031
484,-2.0220148997310536,0.872441510746095
485,-2.0380651959931155,0.8730535845665149
486,-2.0540610379391007,0.8736181262008957
487,-2.070003381830035,0.8741370319178541
488,-2.0858931661729128,0.8746121217647838
489,-2.101731311401292,0.8750451437123945
490,-2.11751871959735,0.8754377776573729
491,-2.133256274252081,0.8757916392818182
492,-2.1489448400605906,0.8761082837696629
493,-2.164585262749697,0.8763892093814791
494,-2.1801783689353464,0.8766358608899838
495,-2.195724966007543,0.8768496328792191
496,-2.2112258420406925,0.87703187291086
497,-2.2266817657274776,0.877183884561415
498,-2.2420934863345363,0.8773069303342642
499,-2.257461733678334,0.8774022344505576
500,-2.272787218119865,0.8774709855229869
501,-2.2880706305768066,0.8775143391163607
502,-2.303312642551982,0.877533420198783
503,-2.318513906177041,0.8775293254870475
504,-2.3336750542703837,0.8775031256896539
505,-2.3487967004084056,0.8774558676506066
506,-2.3638794390093048,0.8773885763968968
507,-2.3789238454286505,0.8773022570922955
508,-2.393930476066084,0.8771978968997954
509,-2.4088998684825413,0.8770764667547615
510,-2.4238325415274127,0.8769389230505448
511,-2.438728995475167,0.8767862092380359
512,-2.4535897121709707,0.8766192573403455
513,-2.4684151551848736,0.8764389893835192
514,-2.48320576997422,0.8762463187439288
515,-2.497961984053893,0.8760421514127255
516,-2.512684207174108,0.87582738717749
517,-2.527372831505471,0.8756029207209967
518,-2.5420282318310172,0.8753696426367896
519,-2.5566507657450175,0.8751284403610855
520,-2.5712407738583036,0.8748801990203396
521,-2.5857985800099397,0.8746258021936754
522,-2.600324491484994,0.8743661325892471
523,-2.614818799238329,0.8741020726335184
524,-2.6292817781241244,0.8738345049723707
525,-2.6437136871310742,0.8735643128829167
526,-2.658114769623046,0.8732923805948989
527,-2.6724852535850805,0.8730195935205705
528,-2.686825351874577,0.8727468383920333
529,-2.701135262477536,0.8724750033050923
530,-2.7154151687697117,0.8722049776688353
531,-2.729665239782513,0.8719376520603062
532,-2.7438856304735553,0.8716739179838607
533,-2.7580764820016914,0.8714146675350325
534,-2.7722379220063407,0.8711607929690252
535,-2.7863700648910315,0.8709131861742639
536,-2.800473012110951,0.8706727380517961
537,-2.814546852464345,0.8704403378017179
538,-2.82859166238759,0.8702168721182219
539,-2.8426075062537763,0.8700032242953118
540,-2.856594436674602,0.8698002732456985
541,-2.870552494805374,0.869608892435892
542,-2.884481710652921,0.8694299487410154
543,-2.898382103386201,0.8692643012233903
544,-2.912253681649377,0.8691127998394833
545,-2.926096443877132,0.8689762840803392
546,-2.93991037861197,0.8688555815511566
547,-2.953695464823259,0.8687515064961946
548,-2.967451672227764,0.8686648582757075
549,-2.981178961611365,0.8685964198020893
550,-2.994877285151729,0.868546955942877
551,-3.008546586741613,0.8685172118986788
552,-3.02218680231251,0.8685079115644855
553,-3.0357978601583473,0.8685197558831496
554,-3.0493796812589307,0.8685534212001057
555,-3.0629321796028095,0.868609557628624
556,-3.076455262509237,0.8686887874350454
557,-3.089948830948947,0.8687917034535368
558,-3.103412779863366,0.8689188675399192
559,-3.116846998481979,0.8690708090740606
560,-3.130251370637508,0.8692480235201882
561,3.139559532101019,0.8694509710542551
562,3.1262152214000998,0.8696800752672058
563,3.112901134932604,0.8699357219526042
564,3.099617407356257,0.8702182579866421
565,3.0863641771938,0.8705279903080262
566,3.073141586537712,0.8708651850046426
567,3.059949780759261,0.8712300665132536
568,3.0467889082222963,0.87162281693776
569,3.03365912000196,0.8720435754908086
570,3.020560569608626,0.87249243806271
571,3.00749341271735,0.8729694569208025
572,2.9944578069030157,0.8734746405415196
573,2.981453911381448,0.8740079535765486
574,2.9684818867567,0.8745693169535674
575,2.9555418947746825,0.8751586081111644
576,2.9426340980833667,0.8757756613666675
577,2.9297586599996897,0.8764202684147511
578,2.916915744283299,0.8770921789538647
579,2.904105514917308,0.8777911014367362
580,2.891328135896131,0.878516703940455
581,2.878583771020505,0.8792686151509527
582,2.865872583699765,0.8800464254560597
583,2.853194736761441,0.8808496881407469
584,2.8405503922681787,0.8816779206776532
585,2.8279397113420344,0.8825306061055699
586,2.8153628539960973,0.8834071944881909
587,2.802819978973474,0.8843071044451435
588,2.7903112435935298,0.885229724747109
589,2.777836803605371,0.8861744159666985
590,2.7653968130484916,0.8871405121766733
591,2.75299142412045,0.8881273226871098
592,2.7406207870515416,0.8891341338131604
593,2.7282850499862543,0.890160210665198
594,2.7159843588714696,0.8912047989533015
595,2.7037188573511557,0.8922671267982841
596,2.6914886866674728,0.8933464065417333
597,2.6792939855680813,0.8944418365478523
598,2.6671348902194647,0.8955526029902448
599,2.6550115341260674,0.8966778816171543
600,2.6429240480550873,0.897816839489069
601,2.630872559966644,0.8989686366830093
602,2.6188571949491646,0.9001324279582313
603,2.6068780751597256,0.9013073643784864
604,2.5949353197691365,0.9024925948863908
605,2.5830290449115174,0.9036872678258415
606,2.571159363638145,0.9048905324087886
607,2.5593263858753144,0.9061015401230071
608,2.547530218385972,0.9073194460778184
609,2.5357709647348763,0.908543410284958
610,2.524048725257,0.9097725988719924
611,2.512363597028976,0.9110061852258062
612,2.500715673843265,0.9122433510637388
613,2.489105046184814,0.9134832874298837
614,2.477531801209927,0.9147251956139014
615,2.4659960227270523,0.915968287989359
616,2.4544977911792234,0.9172117887681043
617,2.4430371836278115,0.9184549346664267
618,2.4316142737373063,0.9196969754777099
619,2.4202291317607525,0.9209371745448277
620,2.408881824525471,0.9221748091235819
621,2.397572415418651,0.9234091706258285
622,2.3863009643723547,0.9246395647273822
623,2.375067527847378,0.9258653113209747
624,2.3638721588153366,0.927085744288031
625,2.352714906738276,0.9283002110541511
626,2.3415958175448424,0.9295080718810267
627,2.3305149336019593,0.9307086988307628
628,2.319472293680579,0.9319014743153362
629,2.3084679329138105,0.9330857891115995
630,2.2975018827450846,0.934261039677191
631,2.2865741708634904,0.9354266245402171
632,2.275684821122336,0.9365819394499804
633,2.2648338534357784,0.9377263708622576
634,2.25402128364658,0.9388592871909011
635,2.243247123355601,0.9399800271060083
636,2.232511379700462,0.9410878840641975
637,2.221814055066687,0.9421820863983127
638,2.2111551467099773,0.9432617730757408
639,2.2005346462640403,0.94432596738605
640,2.189952539107882,0.9453735551770802
641,2.17940880357485,0.9464032804561403
642,2.168903410010911,0.9474137748717372
643,2.1584363197338305,0.9484036300117058
644,2.148007483995844,0.9493714993295915
645,2.137616843080032,0.9503161957488667
646,2.1272643256415904,0.9512367538372334
647,2.116949848347657,0.9521324486835558
648,2.1066733158076687,0.9530027834198317
649,2.096434620746626,0.953847461815446
650,2.086233644360533,0.9546663574577071
651,2.0760702567971077,0.9554594850805416
652,2.0659443177156316,0.9562269758403028
653,2.0558556768913014,0.9569690566077347
654,2.0458041748392795,0.9576860327536999
655,2.0357896434411344,0.9583782738084046
656,2.0258119065619464,0.9590462014453562
657,2.015870780650328,0.9596902793486547
658,2.0059660753163193,0.9603110046199159
659,1.9960975938842116,0.9609089004585305
660,1.986265133918616,0.9614845099072196
661,1.9764684877231244,0.9620383904980048
662,1.9667074428115325,0.9625711096657774
663,1.956981782352068,0.9630832408207384
664,1.9472912855853612,0.9635753599894228
665,1.937635728217115,0.964048042948379
666,1.9280148827865273,0.9645018627859917
667,1.918428519011609,0.9649373878371782
668,1.908876404112579,0.9653551799432754
669,1.8993583031144696,0.9657557929957674
670,1.8898739791301524,0.9661397717278508
671,1.8804231936248816,0.9665076507223722
672,1.8710057066634442,0.9668599536085898
673,1.8616212771409903,0.9671971924235689
674,1.8522696629985054,0.9675198671169708
675,1.8429506214239184,0.9678284651805242
676,1.8336639090397158,0.9681234613857281
677,1.8244092820779334,0.9684053176152753
678,1.8151864965433224,0.9686744827754209
679,1.8059953083654443,0.9689313927780332
680,1.796835473540426,0.9691764705824024
681,1.7877067482630105,0.9694101262880659
682,1.7786088890495788,0.9696327572709511
683,1.7695416528526804,0.969844748356064
684,1.7605047971676624,0.9700464720207607
685,1.7514980801319113,0.9702382886233717
686,1.74252126061714,0.970420546652584
687,1.7335740983152748,0.9705935829935515
688,1.724656353818247,0.9707577232072132
689,1.7157677886921678,0.9709132818197379
690,1.70690816554624,0.9710605626194094
691,1.6980772480967061,0.9711998589586187
692,1.6892748012262275,0.971331454058936
693,1.6805005910389423,0.9714556213175087
