Step,Phi,Universe
7510,-1.7405863973472537,Newtonian
7520,-1.7405861010826826,Newtonian
7530,-1.740585805616382,Newtonian
7540,-1.7405855109451276,Newtonian
7550,-1.7405852170657152,Newtonian
7560,-1.7405849239749567,Newtonian
7570,-1.7405846316696834,Newtonian
7580,-1.7405843401467407,Newtonian
7590,-1.7405840494029907,Newtonian
7600,-1.7405837594353148,Newtonian
7610,-1.7405834702406084,Newtonian
7620,-1.7405831818157875,Newtonian
7630,-1.7405828941577792,Newtonian
7640,-1.740582607263532,Newtonian
7650,-1.7405823211300055,Newtonian
7660,-1.7405820357541784,Newtonian
7670,-1.7405817511330466,Newtonian
7680,-1.740581467263617,Newtonian
7690,-1.7405811841429188,Newtonian
7700,-1.740580901767991,Newtonian
7710,-1.7405806201358929,Newtonian
7720,-1.7405803392436952,Newtonian
7730,-1.7405800590884888,Newtonian
7740,-1.740579779667372,Newtonian
7750,-1.740579500977468,Newtonian
7760,-1.7405792230159067,Newtonian
7770,-1.7405789457798382,Newtonian
7780,-1.740578669266426,Newtonian
7790,-1.7405783934728467,Newtonian
7800,-1.7405781183962967,Newtonian
7810,-1.740577844033979,Newtonian
7820,-1.7405775703831152,Newtonian
7830,-1.7405772974409441,Newtonian
7840,-1.740577025204715,Newtonian
7850,-1.7405767536716923,Newtonian
7860,-1.7405764828391546,Newtonian
7870,-1.7405762127043956,Newtonian
7880,-1.7405759432647223,Newtonian
7890,-1.7405756745174545,Newtonian
7900,-1.7405754064599261,Newtonian
7910,-1.7405751390894868,Newtonian
7920,-1.7405748724034962,Newtonian
7930,-1.7405746063993306,Newtonian
7940,-1.7405743410743775,Newtonian
7950,-1.7405740764260387,Newtonian
7960,-1.7405738124517314,Newtonian
7970,-1.740573549148881,Newtonian
7980,-1.7405732865149297,Newtonian
7990,-1.740573024547333,Newtonian
8000,-1.7405727632435544,Newtonian
10,2.4690204203613764,PIT
20,-1.241133632631731,PIT
30,0.7668278002659062,PIT
40,2.7570592679911865,PIT
50,-2.826797680105874,PIT
60,-2.66306731549173,PIT
70,-2.6771767469237524,PIT
80,-2.69934993278639,PIT
90,-2.85595780566979,PIT
100,2.675739252173549,PIT
110,1.650513374120231,PIT
120,0.6858869613165172,PIT
130,-0.02161857893219654,PIT
140,-0.3682337893229973,PIT
150,-0.39541268575857375,PIT
160,-0.21535200126398021,PIT
170,0.023958597739304643,PIT
180,0.22217617518992316,PIT
190,0.3715110200988896,PIT
200,0.5087816992328067,PIT
210,0.6720810073372832,PIT
220,0.8922521164025587,PIT
230,1.1971084174542446,PIT
240,1.6130367598083044,PIT
250,2.156803637497914,PIT
260,2.8155458831956475,PIT
270,-2.752849058812162,PIT
280,-2.0680793045751007,PIT
290,-1.4783320455964664,PIT
300,-1.0029073348220297,PIT
310,-0.6283604160921707,PIT
320,-0.3296806248975907,PIT
330,-0.08240268731087448,PIT
340,0.13345055281609902,PIT
350,0.33313692727866107,PIT
360,0.5280744344475613,PIT
370,0.7268257548630045,PIT
380,0.9358632695836033,PIT
390,1.1600377909065842,PIT
400,1.402757624533701,PIT
410,1.6659267654816474,PIT
420,1.9497548276230503,PIT
430,2.2525732928216944,PIT
440,2.5707207284281233,PIT
450,2.8987386192759854,PIT
460,-3.053181322289278,PIT
470,-2.725489340106406,PIT
480,-2.407368124797129,PIT
490,-2.103228928719208,PIT
500,-1.815573995409778,PIT
510,-1.5450991346771017,PIT
520,-1.2910760958375176,PIT
530,-1.0518401826154677,PIT
540,-0.8252446487148707,PIT
550,-0.6090121422799528,PIT
560,-0.40097345495313047,PIT
570,-0.19921166066893978,PIT
580,-0.0021353882181960097,PIT
590,0.1914983752352104,PIT
600,0.3825966664421563,PIT
610,0.5717668154758855,PIT
620,0.7593678899275329,PIT
630,0.9455712273093051,PIT
640,1.1304215799033595,PIT
650,1.31388006641786,PIT
660,1.4958478165194313,PIT
670,1.6761817091435938,PIT
680,1.8547065906021971,PIT
690,2.03122535037983,PIT
700,2.2055277730888285,PIT
710,2.377398848653714,PIT
720,2.5466269105401578,PIT
730,2.713011665341812,PIT
740,2.8763719761106294,PIT
750,3.036552933617981,PIT
760,-3.089754730654965,PIT
770,-2.9362732224405748,PIT
780,-2.786253438264139,PIT
790,-2.6397393200658343,PIT
800,-2.496758648067972,PIT
810,-2.3573277005724558,PIT
820,-2.2214548854070033,PIT
830,-2.0891433478450345,PIT
840,-1.9603926402647927,PIT
850,-1.8351995752437553,PIT
860,-1.713558406465302,PIT
870,-1.5954604986113676,PIT
880,-1.4808936568722044,PIT
890,-1.3698412847044288,PIT
900,-1.2622815220454426,PIT
910,-1.1581864850599928,PIT
920,-1.0575216713835556,PIT
930,-0.9602449135761756,PIT
940,-0.866304438892469,PIT
950,-0.7756399274474519,PIT
960,-0.6881846401211913,PIT
970,-0.6038668448199737,PIT
980,-0.5226105478123324,PIT
990,-0.4443356283214208,PIT
1000,-0.36895748846608584,PIT
1010,-0.2963863449434998,PIT
1020,-0.22652630319187203,PIT
1030,-0.1592743664552455,PIT
1040,-0.09451953769479292,PIT
1050,-0.03214216800718195,PIT
1060,0.027986311874604097,PIT
1070,0.08600317171894355,PIT
1080,0.1420536127929316,PIT
1090,0.19628944282117955,PIT
1100,0.24886724493791745,PIT
1110,0.2999461428924826,PIT
1120,0.3496853047662942,PIT
1130,0.3982413496509797,PIT
1140,0.4457658237650706,PIT
1150,0.49240289561640666,PIT
1160,0.5382873883957642,PIT
1170,0.5835432279970261,PIT
1180,0.6282823434206748,PIT
1190,0.6726040183886948,PIT
1200,0.7165946625736618,PIT
1210,0.7603279497247367,PIT
1220,0.8038652582135019,PIT
1230,0.8472563459557783,PIT
1240,0.8905401945279702,PIT
1250,0.9337459649057418,PIT
1260,0.9768940191647686,PIT
1270,1.0199969848413748,PIT
1280,1.0630609360370846,PIT
1290,1.106087236703301,PIT
1300,1.1490751277417313,PIT
1310,1.192023208022096,PIT
1320,1.2349298988095292,PIT
1330,1.277793635092291,PIT
1340,1.3206129500794554,PIT
1350,1.3633864936289806,PIT
1360,1.4061130055882431,PIT
1370,1.4487912585977862,PIT
1380,1.4914199813624034,PIT
1390,1.5339977708778774,PIT
1400,1.576523000148333,PIT
1410,1.6189937263757619,PIT
1420,1.6614076033682095,PIT
1430,1.7037618009396869,PIT
1440,1.746052933316583,PIT
1450,1.7882769979821518,PIT
1460,1.8304293259477906,PIT
1470,1.8725045441078578,PIT
1480,1.914496550088953,PIT
1490,1.9563984998248036,PIT
1500,1.9982028079580125,PIT
1510,2.0399011610780615,PIT
1520,2.081484543742816,PIT
1530,2.1229432771944063,PIT
1540,2.16426707067031,PIT
1550,2.2054450852326437,PIT
1560,2.2464660101046827,PIT
1570,2.287318151629806,PIT
1580,2.3279895351687365,PIT
1590,2.3684680205173247,PIT
1600,2.4087414316708218,PIT
1610,2.448797701692517,PIT
1620,2.4886250323910546,PIT
1630,2.528212065374139,PIT
1640,2.567548055054956,PIT
1650,2.6066230269113513,PIT
1660,2.6454279008257657,PIT
1670,2.6839545643878027,PIT
1680,2.722195892702432,PIT
1690,2.760145722223046,PIT
1700,2.797798791449406,PIT
1710,2.8351506613699926,PIT
1720,2.8721976259899664,PIT
1730,2.908936620285369,PIT
1740,2.9453651303913633,PIT
1750,2.9814811089651614,PIT
1760,3.017282897376285,PIT
1770,3.052769155520349,PIT
1780,3.0879387994972496,PIT
1790,3.1227909470432023,PIT
1800,-3.1258604367886433,PIT
1810,-3.0916453510719006,PIT
1820,-3.0577496357840865,PIT
1830,-3.024173770866529,PIT
1840,-2.9909182058022465,PIT
1850,-2.9579833771599384,PIT
1860,-2.9253697217839214,PIT
1870,-2.893077686099452,PIT
1880,-2.8611077319697342,PIT
1890,-2.829460339507339,PIT
1900,-2.7981360072102444,PIT
1910,-2.7671352497618793,PIT
1920,-2.736458593805784,PIT
1930,-2.70610657197828,PIT
1940,-2.6760797154550087,PIT
1950,-2.646378545233876,PIT
1960,-2.6170035623192485,PIT
1970,-2.5879552368115424,PIT
1980,-2.5592339950930665,PIT
1990,-2.5308401897894353,PIT
2000,-2.5027738969596793,PIT
2010,-2.4750345990697538,PIT
2020,-2.4476211697687567,PIT
2030,-2.4205319600213393,PIT
2040,-2.3937648808144347,PIT
2050,-2.367317477501413,PIT
2060,-2.3411869959890907,PIT
2070,-2.3153704414013108,PIT
2080,-2.2898646299012952,PIT
2090,-2.264666234328195,PIT
2100,-2.239771824257326,PIT
2110,-2.215177901043459,PIT
2120,-2.190880928357167,PIT
2130,-2.166877358677401,PIT
2140,-2.1431636561599037,PIT
2150,-2.1197363162608442,PIT
2160,-2.096591882458205,PIT
2170,-2.073726960379805,PIT
2180,-2.0511382296161806,PIT
2190,-2.0288224534686683,PIT
2200,-2.006776486857762,PIT
2210,-1.9849972825938604,PIT
2220,-1.963481896191737,PIT
2230,-1.9422274893912603,PIT
2240,-1.9212313325298898,PIT
2250,-1.9004908058971035,PIT
2260,-1.880003400187084,PIT
2270,-1.8597667161535674,PIT
2280,-1.8397784635595695,PIT
2290,-1.8200364595048701,PIT
2300,-1.800538626205229,PIT
2310,-1.7812829882896941,PIT
2320,-1.7622676696756243,PIT
2330,-1.7434908900753394,PIT
2340,-1.7249509611835887,PIT
2350,-1.7066462825911632,PIT
2360,-1.6885753374671153,PIT
2370,-1.6707366880499974,PIT
2380,-1.6531289709874621,PIT
2390,-1.6357508925633648,PIT
2400,-1.6186012238522083,PIT
2410,-1.6016787958423593,PIT
2420,-1.5849824945718667,PIT
2430,-1.5685112563237704,PIT
2440,-1.552264062931367,PIT
2450,-1.5362399372474596,PIT
2460,-1.5204379388346994,PIT
2470,-1.504857159935961,PIT
2480,-1.489496721783275,PIT
2490,-1.474355771300391,PIT
2500,-1.4594334782466707,PIT
2510,-1.4447290328386384,PIT
2520,-1.430241643870261,PIT
2530,-1.4159705373351479,PIT
2540,-1.4019149555349923,PIT
2550,-1.3880741566405759,PIT
2560,-1.3744474146564436,PIT
2570,-1.361034019729143,PIT
2580,-1.3478332787324112,PIT
2590,-1.3348445160606988,PIT
2600,-1.3220670745643803,PIT
2610,-1.3095003165649486,PIT
2620,-1.2971436248954709,PIT
2630,-1.2849964039195279,PIT
2640,-1.273058080490202,PIT
2650,-1.2613281048187084,PIT
2660,-1.2498059512297248,PIT
2670,-1.2384911187871384,PIT
2680,-1.2273831317797355,PIT
2690,-1.2164815400613087,PIT
2700,-1.2057859192438027,PIT
2710,-1.1952958707455414,PIT
2720,-1.185011021699416,PIT
2730,-1.1749310247281486,PIT
2740,-1.1650555575956212,PIT
2750,-1.155384322744678,PIT
2760,-1.1459170467329731,PIT
2770,-1.1366534795793568,PIT
2780,-1.1275933940339622,PIT
2790,-1.1187365847856736,PIT
2800,-1.1100828676210617,PIT
2810,-1.1016320785490932,PIT
2820,-1.0933840729060658,PIT
2830,-1.0853387244552695,PIT
2840,-1.0774959244957778,PIT
2850,-1.069855580994605,PIT
2860,-1.0624176177562046,PIT
2870,-1.0551819736427757,PIT
2880,-1.0481486018583726,PIT
2890,-1.0413174693089646,PIT
2900,-1.0346885560496333,PIT
2910,-1.0282618548288325,PIT
2920,-1.0220373707379988,PIT
2930,-1.016015120972843,PIT
2940,-1.0101951347101459,PIT
2950,-1.0045774531009724,PIT
2960,-0.9991621293777639,PIT
2970,-0.993949229068994,PIT
2980,-0.9889388303110371,PIT
2990,-0.9841310242430324,PIT
3000,-0.9795259154672105,PIT
3010,-0.975123622554918,PIT
3020,-0.9709242785780072,PIT
3030,-0.9669280316466564,PIT
3040,-0.9631350454384242,PIT
3050,-0.959545499709143,PIT
3060,-0.9561595907838136,PIT
3070,-0.9529775320342833,PIT
3080,-0.9499995543592334,PIT
3090,-0.9472259066900668,PIT
3100,-0.9446568565526932,PIT
3110,-0.94229269071926,PIT
3120,-0.9401337159849075,PIT
3130,-0.9381802601023337,PIT
3140,-0.9364326729012193,PIT
3150,-0.9348913276109212,PIT
3160,-0.9335566223939049,PIT
3170,-0.9324289820855711,PIT
3180,-0.9315088601247219,PIT
3190,-0.9307967406492914,PIT
3200,-0.9302931407250904,PIT
3210,-0.9299986126716606,PIT
3220,-0.9299137464487316,PIT
3230,-0.93003917206873,PIT
3240,-0.9303755620044687,PIT
3250,-0.9309236335657574,PIT
3260,-0.9316841512235376,PIT
3270,-0.9326579288647017,PIT
3280,-0.9338458319648535,PIT
3290,-0.9352487796695057,PIT
3300,-0.9368677467769075,PIT
3310,-0.9387037656176302,PIT
3320,-0.9407579278274467,PIT
3330,-0.9430313860109687,PIT
3340,-0.9455253552941223,PIT
3350,-0.948241114763799,PIT
3360,-0.9511800087931468,PIT
3370,-0.9543434482508746,PIT
3380,-0.957732911592813,PIT
3390,-0.9613499458336892,PIT
3400,-0.9651961673968048,PIT
3410,-0.9692732628389777,PIT
3420,-0.9735829894477306,PIT
3430,-0.9781271757073713,PIT
3440,-0.9829077216302402,PIT
3450,-0.9879265989490106,PIT
3460,-0.993185851165568,PIT
3470,-0.9986875934516475,PIT
3480,-1.0044340123960238,PIT
3490,-1.0104273655927127,PIT
3500,-1.0166699810643174,PIT
3510,-1.0231642565142736,PIT
3520,-1.029912658401501,PIT
3530,-1.0369177208306006,PIT
3540,-1.0441820442504757,PIT
3550,-1.0517082939539881,PIT
3560,-1.0594991983709703,PIT
3570,-1.0675575471467227,PIT
3580,-1.0758861889978653,PIT
3590,-1.0844880293372479,PIT
3600,-1.0933660276594603,PIT
3610,-1.102523194678324,PIT
3620,-1.1119625892076634,PIT
3630,-1.121687314776587,PIT
3640,-1.131700515970451,PIT
3650,-1.1420053744887382,PIT
3660,-1.1526051049110946,PIT
3670,-1.163502950162908,PIT
3680,-1.174702176671966,PIT
3690,-1.1862060692079697,PIT
3700,-1.198017925396946,PIT
3710,-1.2101410499029994,PIT
3720,-1.2225787482702641,PIT
3730,-1.2353343204184422,PIT
3740,-1.2484110537859394,PIT
3750,-1.2618122161153364,PIT
3760,-1.2755410478766989,PIT
3770,-1.2896007543252364,PIT
3780,-1.303994497190778,PIT
3790,-1.3187253859977999,PIT
3800,-1.3337964690159574,PIT
3810,-1.3492107238425712,PIT
3820,-1.3649710476201131,PIT
3830,-1.3810802468934276,PIT
3840,-1.3975410271133983,PIT
3850,-1.4143559817957867,PIT
3860,-1.431527581346215,PIT
3870,-1.4490581615646934,PIT
3880,-1.4669499118456353,PIT
3890,-1.4852048630920998,PIT
3900,-1.5038248753658794,PIT
3910,-1.5228116252982018,PIT
3920,-1.5421665932890154,PIT
3930,-1.5618910505263062,PIT
3940,-1.5819860458604036,PIT
3950,-1.602452392571967,PIT
3960,-1.623290655076136,PIT
3970,-1.644501135609254,PIT
3980,-1.6660838609485504,PIT
3990,-1.6880385692191777,PIT
4000,-1.7103646968471007,PIT
4010,-1.7330613657202831,PIT
4020,-1.7561273706246532,PIT
4030,-1.779561167025147,PIT
4040,-1.8033608592658557,PIT
4050,-1.8275241892668206,PIT
4060,-1.8520485257982744,PIT
4070,-1.876930854416042,PIT
4080,-1.902167768144427,PIT
4090,-1.927755458994976,PIT
4100,-1.9536897104111852,PIT
4110,-1.9799658907302151,PIT
4120,-2.006578947753118,PIT
4130,-2.0335234045147663,PIT
4140,-2.0607933563435767,PIT
4150,-2.0883824692992747,PIT
4160,-2.116283980074098,PIT
4170,-2.1444906974391174,PIT
4180,-2.1729950053126617,PIT
4190,-2.2017888675220623,PIT
4200,-2.23086383432321,PIT
4210,-2.2602110507346174,PIT
4220,-2.289821266733843,PIT
4230,-2.3196848493544246,PIT
4240,-2.349791796710761,PIT
4250,-2.3801317539669764,PIT
4260,-2.4106940312537786,PIT
4270,-2.4414676235249484,PIT
4280,-2.4724412323326805,PIT
4290,-2.5036032894890288,PIT
4300,-2.5349419825697685,PIT
4310,-2.566445282208023,PIT
4320,-2.5981009711190515,PIT
4330,-2.6298966747967265,PIT
4340,-2.6618198938285746,PIT
4350,-2.693858037794037,PIT
4360,-2.7259984607452177,PIT
4370,-2.758228498329962,PIT
4380,-2.790535506717222,PIT
4390,-2.822906903645639,PIT
4400,-2.8553302121697577,PIT
4410,-2.8877931080667,PIT
4420,-2.920283472429117,PIT
4430,-2.9527894516815527,PIT
4440,-2.985299527831649,PIT
4450,-3.017802601269547,PIT
4460,-3.050288085087425,PIT
4470,-3.0827460027283946,PIT
4480,-3.1151670734983092,PIT
4490,3.1356425365083416,PIT
4500,3.1033199611661484,PIT
4510,3.071057482541729,PIT
4520,3.0388613284358597,PIT
4530,3.0067370186476716,PIT
4540,2.974689410718204,PIT
4550,2.942722748284532,PIT
4560,2.910840709557962,PIT
4570,2.879046454469642,PIT
4580,2.8473426696747444,PIT
4590,2.8157316110055786,PIT
4600,2.784215143207115,PIT
4610,2.7527947769348415,PIT
4620,2.7214717030811086,PIT
4630,2.6902468245451594,PIT
4640,2.659120785587656,PIT
4650,2.6280939989217993,PIT
4660,2.597166670695336,PIT
4670,2.566338823514637,PIT
4680,2.5356103176556464,PIT
4690,2.5049808705984646,PIT
4700,2.4744500750133884,PIT
4710,2.4440174153171137,PIT
4720,2.413682282908785,PIT
4730,2.383443990186893,PIT
4740,2.3533017834398633,PIT
4750,2.3232548546954295,PIT
4760,2.2933023526068936,PIT
4770,2.263443392447706,PIT
4780,2.233677065279884,PIT
4790,2.2040024463562258,PIT
4800,2.1744186028112997,PIT
4810,2.144924600691599,PIT
4820,2.115519511371125,PIT
4830,2.0862024173948344,PIT
4840,2.056972417789021,PIT
4850,2.0278286328745594,PIT
4860,1.9987702086160664,PIT
4870,1.9697963205375852,PIT
4880,1.9409061772329421,PIT
4890,1.9120990234969046,PIT
4900,1.8833741431013056,PIT
4910,1.8547308612385727,PIT
4920,1.8261685466535067,PIT
4930,1.797686613482737,PIT
4940,1.769284522819925,PIT
4950,1.7409617840236609,PIT
4960,1.7127179557838539,PIT
4970,1.6845526469614591,PIT
4980,1.6564655172154683,PIT
4990,1.6284562774302822,PIT
5000,1.6005246899558045,PIT
5010,1.5722171459486427,PIT
5020,1.54400163011982,PIT
5030,1.515877725979804,PIT
5040,1.4878450786455266,PIT
5050,1.4599033937688235,PIT
5060,1.4320524363624911,PIT
5070,1.4042920295315575,PIT
5080,1.376622053117055,PIT
5090,1.3490424422592717,PIT
5100,1.3215531858871756,PIT
5110,1.294154325140421,PIT
5120,1.2668459517301152,PIT
5130,1.2396282062442374,PIT
5140,1.2125012764034109,PIT
5150,1.1854653952724457,PIT
5160,1.1585208394329163,PIT
5170,1.1316679271217431,PIT
5180,1.1049070163406114,PIT
5190,1.078238502940808,PIT
5200,1.0516628186878512,PIT
5210,1.0251804293101179,PIT
5220,0.9987918325354288,PIT
5230,0.9724975561193867,PIT
5240,0.9462981558690338,PIT
5250,0.9201942136651899,PIT
5260,0.8941863354866477,PIT
5270,0.8682751494391656,PIT
5280,0.8424613037920032,PIT
5290,0.8167454650244981,PIT
5300,0.7911283158850148,PIT
5310,0.7656105534642883,PIT
5320,0.740192887285029,PIT
5330,0.7148760374093541,PIT
5340,0.6896607325653896,PIT
5350,0.6645477082941103,PIT
5360,0.6395377051172265,PIT
5370,0.6146314667266211,PIT
5380,0.5898297381955606,PIT
5390,0.5651332642115614,PIT
5400,0.5405427873304695,PIT
5410,0.5160590462509225,PIT
5420,0.491682774107999,PIT
5430,0.4674146967843527,PIT
5440,0.4432555312367299,PIT
5450,0.41920598383512164,PIT
5460,0.3952667487112711,PIT
5470,0.37143850611246165,PIT
5480,0.34772192075573827,PIT
5490,0.32411764017669764,PIT
5500,0.30062629306587846,PIT
5510,0.2772484875843526,PIT
5520,0.2539848096485251,PIT
5530,0.2308358211721533,PIT
5540,0.20780205825121098,PIT
5550,0.1848840292743601,PIT
5560,0.162082212938385,PIT
5570,0.1393970561438458,PIT
5580,0.11682897174150499,PIT
5590,0.09437833609470037,PIT
5600,0.0720454864170632,PIT
5610,0.049830717839244976,PIT
5620,0.027734280153539185,PIT
5630,0.005756374183252254,PIT
5640,-0.01610285227304065,PIT
5650,-0.0378433089595811,PIT
5660,-0.05946496815390389,PIT
5670,-0.08096787009295346,PIT
5680,-0.10235212872830778,PIT
5690,-0.123617937614676,PIT
5700,-0.14476557564016534,PIT
5710,-0.16579541222952265,PIT
5720,-0.18670791162207845,PIT
5730,-0.20750363586527779,PIT
5740,-0.2281832462714508,PIT
5750,-0.24874750323454722,PIT
5760,-0.2691972644566194,PIT
5770,-0.28953348175723903,PIT
5780,-0.3097571967156618,PIT
5790,-0.32986953542505226,PIT
5800,-0.34987170263121037,PIT
5810,-0.3697649754988124,PIT
5820,-0.3895506972082128,PIT
5830,-0.4092302705440902,PIT
5840,-0.42880515159827143,PIT
5850,-0.44827684367565285,PIT
5860,-0.46764689146457616,PIT
5870,-0.4869168755111577,PIT
5880,-0.506088407020294,PIT
5890,-0.5251631229933132,PIT
5900,-0.5441426817029198,PIT
5910,-0.5630287584993869,PIT
5920,-0.5818230419372528,PIT
5930,-0.6005272302086917,PIT
5940,-0.6191430278677323,PIT
5950,-0.6376721428284746,PIT
5960,-0.6561162836199701,PIT
5970,-0.6744771568804762,PIT
5980,-0.6927564650741243,PIT
5990,-0.7109559044136393,PIT
6000,-0.7290771629734305,PIT
6010,-0.747121918978201,PIT
6020,-0.7650918392531105,PIT
6030,-0.7829885778223477,PIT
6040,-0.8008137746438928,PIT
6050,-0.8185690544690694,PIT
6060,-0.8362560258163576,PIT
6070,-0.8538762800496684,PIT
6080,-0.8714313905520843,PIT
6090,-0.8889229119867448,PIT
6100,-0.9063523796372221,PIT
6110,-0.9237213088203537,PIT
6120,-0.941031194365082,PIT
6130,-0.9582835101513528,PIT
6140,-0.9754797087036707,PIT
6150,-0.9926212208343098,PIT
6160,-1.0097094553316301,PIT
6170,-1.0267457986893547,PIT
6180,-1.0437316148729714,PIT
6190,-1.0606682451197988,PIT
6200,-1.0775570077695331,PIT
6210,-1.0943991981223782,PIT
6220,-1.11119608832212,PIT
6230,-1.127948927261719,PIT
6240,-1.144658940509255,PIT
6250,-1.1613273302521945,PIT
6260,-1.1779552752581681,PIT
6270,-1.1945439308506405,PIT
6280,-1.2110944288979049,PIT
6290,-1.2276078778141004,PIT
6300,-1.2440853625709867,PIT
6310,-1.2605279447193363,PIT
6320,-1.2769366624189837,PIT
6330,-1.2933125304765527,PIT
6340,-1.3096565403900744,PIT
6350,-1.3259696603997302,PIT
6360,-1.3422528355440448,PIT
6370,-1.358506987720939,PIT
6380,-1.3747330157530744,PIT
6390,-1.3909317954570266,PIT
6400,-1.4071041797158266,PIT
6410,-1.4232509985545132,PIT
6420,-1.4393730592183118,PIT
6430,-1.455471146253167,PIT
6440,-1.4715460215883454,PIT
6450,-1.4875984246208596,PIT
6460,-1.5036290723015249,PIT
6470,-1.5196386592224584,PIT
6480,-1.5356278577058564,PIT
6490,-1.551597317893921,PIT
6500,-1.5675476678398317,PIT
6510,-1.5834795135996522,PIT
6520,-1.5993934393250937,PIT
6530,-1.6152900073570757,PIT
6540,-1.6311697583200422,PIT
6550,-1.6470332112169705,PIT
6560,-1.6628808635250723,PIT
6570,-1.6787131912921591,PIT
6580,-1.694530649233653,PIT
6590,-1.7103336708302754,PIT
6600,-1.7261226684263784,PIT
6610,-1.7418980333289833,PIT
6620,-1.757660135907507,PIT
6630,-1.7734093256942183,PIT
6640,-1.7891459314854734,PIT
6650,-1.8048702614437424,PIT
6660,-1.820582603200477,PIT
6670,-1.836283223959879,PIT
6680,-1.8519723706036084,PIT
6690,-1.86765026979647,PIT
6700,-1.8833171280931886,PIT
6710,-1.8989731320462584,PIT
6720,-1.914618448315003,PIT
6730,-1.9302532237758794,PIT
6740,-1.945877585634091,PIT
6750,-1.9614916415366281,PIT
6760,-1.9770954796867546,PIT
6770,-1.9926891689601034,PIT
6780,-2.0082727590223906,PIT
6790,-2.023846280448918,PIT
6800,-2.0394097448459085,PIT
6810,-2.0549631449738115,PIT
6820,-2.070506454872689,PIT
6830,-2.086039629989786,PIT
6840,-2.1015626073094555,PIT
6850,-2.1170753054855096,PIT
6860,-2.132577624976207,PIT
6870,-2.1480694481819933,PIT
6880,-2.163550639586181,PIT
6890,-2.17902104589872,PIT
6900,-2.194480496203294,PIT
6910,-2.20992880210789,PIT
6920,-2.2253657578991044,PIT
6930,-2.2407911407004004,PIT
6940,-2.2562047106345533,PIT
6950,-2.271606210990564,PIT
6960,-2.2869953683953286,PIT
6970,-2.3023718929903456,PIT
6980,-2.317735478613801,PIT
6990,-2.333085802988373,PIT
7000,-2.3484225279151003,PIT
7010,-2.3637452994737425,PIT
7020,-2.3790537482299854,PIT
7030,-2.394347489449988,PIT
7040,-2.4096261233226794,PIT
7050,-2.424889235190326,PIT
7060,-2.440136395787838,PIT
7070,-2.4553671614913988,PIT
7080,-2.4705810745769154,PIT
7090,-2.4857776634889364,PIT
7100,-2.5009564431205797,PIT
7110,-2.5161169151051404,PIT
7120,-2.5312585681200055,PIT
7130,-2.546380878203543,PIT
7140,-2.5614833090856592,PIT
7150,-2.576565312532699,PIT
7160,-2.5916263287073935,PIT
7170,-2.606665786544607,PIT
7180,-2.6216831041435267,PIT
7190,-2.6366776891770636,PIT
7200,-2.6516489393191334,PIT
7210,-2.6665962426905168,PIT
7220,-2.6815189783239557,PIT
7230,-2.6964165166491307,PIT
7240,-2.7112882199981296,PIT
7250,-2.726133443131946,PIT
7260,-2.7409515337885466,PIT
7270,-2.7557418332529453,PIT
7280,-2.770503676949696,PIT
7290,-2.785236395058095,PIT
7300,-2.7999393131503707,PIT
7310,-2.814611752852991,PIT
7320,-2.829253032531204,PIT
7330,-2.8438624679967486,PIT
7340,-2.858439373238695,PIT
7350,-2.8729830611771963,PIT
7360,-2.8874928444398975,PIT
7370,-2.901968036160717,PIT
7380,-2.916407950800595,PIT
7390,-2.9308119049898593,PIT
7400,-2.9451792183918544,PIT
7410,-2.9595092145874933,PIT
7420,-2.9738012219806187,PIT
7430,-2.9880545747241536,PIT
7440,-3.0022686136673933,PIT
7450,-3.0164426873251893,PIT
7460,-3.030576152870373,PIT
7470,-3.044668377151492,PIT
7480,-3.0587187377390537,PIT
7490,-3.0727266240047015,PIT
7500,-3.086691438239474,PIT
7510,-3.1006125968194267,PIT
7520,-3.1144895314294834,PIT
7530,-3.1283216903594138,PIT
7540,3.1410767672902096,PIT
7550,3.1273357413936638,PIT
7560,3.1136410322473616,PIT
7570,3.099993110062333,PIT
7580,3.0863924201744934,PIT
7590,3.0728393808849903,PIT
7600,3.059334381122664,PIT
7610,3.0458777779776454,PIT
7620,3.032469894203475,PIT
7630,3.0191110158345023,PIT
7640,3.0058013900973375,PIT
7650,2.992541223791493,PIT
7660,2.9793306822698407,PIT
7670,2.966169889076978,PIT
7680,2.953058926227611,PIT
7690,2.9399978350487386,PIT
7700,2.926986617477568,PIT
7710,2.9140252376993843,PIT
7720,2.901113624017821,PIT
7730,2.888251670866374,PIT
7740,2.875439240888431,PIT
7750,2.862676167030471,PIT
7760,2.8499622546079255,PIT
7770,2.8372972833151597,PIT
7780,2.8246810091602814,PIT
7790,2.8121131663125816,PIT
7800,2.7995934688555613,PIT
7810,2.7871216124423404,PIT
7820,2.7746972758529616,PIT
7830,2.7623201224550282,PIT
7840,2.7499898015704005,PIT
7850,2.7377059497516063,PIT
7860,2.725468191972082,PIT
7870,2.7132761427347365,PIT
7880,2.701129407103422,PIT
7890,2.6890275816619194,PIT
7900,2.6769702554049606,PIT
7910,2.664957010565706,PIT
7920,2.6529874233838613,PIT
7930,2.6410610648184987,PIT
7940,2.629177501209357,PIT
7950,2.617336294890264,PIT
7960,2.605537004757996,PIT
7970,2.593779186799824,PIT
7980,2.5820623945826195,PIT
7990,2.5703861797063556,PIT
8000,2.5587500922245376,PIT
