Step,Phi_Angle,K_Strength,Alpha,Mu,Dissonance
3460,-0.9223417233444606,0.6555635068805566,0.001,0.8970065181810875,0.8382858328743513
3480,-0.9800086807637953,0.6534435483983005,0.001,0.8969897865126226,0.8347583751987783
3500,-1.0373404295114041,0.6516045124239664,0.001,0.8969731444222695,0.8294130178654198
3520,-1.0943255678640917,0.6501613820281794,0.001,0.8969566285504215,0.8222269675194633
3540,-1.1509514254825035,0.6492376734645375,0.001,0.8969402757067881,0.8132053692032739
3560,-1.2072043070998482,0.6489617562559533,0.001,0.8969241222679811,0.8023854912574666
3580,-1.2630697477615431,0.6494614337666086,0.001,0.8969082034897442,0.7898410604763164
3600,-1.3185327798061266,0.6508567175077192,0.001,0.8968925527310752,0.7756867367371207
3620,-1.3735782123332865,0.6532509134748311,0.001,0.8968772005865726,0.7600828352522514
3640,-1.4281909249535736,0.6567203430543069,0.001,0.8968621739192795,0.743240595786131
3660,-1.4823561794150533,0.6613032069341666,0.001,0.8968474947780983,0.7254284953250105
3680,-1.5360599554218664,0.6669882861473048,0.001,0.8968331791741839,0.7069799706825483
3700,-1.5892893201081848,0.6737045981310585,0.001,0.8968192356954987,0.6883014021273824
3720,-1.6420328414725927,0.6813144709672807,0.001,0.8968056640072318,0.6698740974115471
3740,-1.6942810469296037,0.689615417800107,0.001,0.8967924535075565,0.6522344186044382
3760,-1.746026897395866,0.6983582336283256,0.001,0.8967795827879789,0.6359131997364911
3780,-1.7972661973061739,0.7072821375801007,0.001,0.8967670206932458,0.6213436510641507
3800,-1.8479978331729485,0.71615285964619,0.001,0.8967547291032415,0.6087905307033128
3820,-1.8982237749699744,0.7247858852900445,0.001,0.8967426664911068,0.598342475641611
3840,-1.9479488596994468,0.733050836463866,0.001,0.8967307910662016,0.5899526459545605
3860,-1.997180432934854,0.7408644533655242,0.001,0.8967190629384559,0.5834899772541197
3880,-2.0459279282025222,0.7481800404446282,0.001,0.8967074453520402,0.5787798166405423
3900,-2.094202441167935,0.7549774815630627,0.001,0.8966959052571525,0.5756304455101989
3920,-2.1420163309205913,0.761255160393109,0.001,0.896684413472404,0.5738487235014373
3940,-2.1893828631735253,0.7670238761005582,0.001,0.8966729446140287,0.5732486757204973
3960,-2.23631589984576,0.772302436645561,0.001,0.896661476901869,0.5736558106940345
3980,-2.282829634017058,0.7771145459850995,0.001,0.8966499919075331,0.5749089364792613
4000,-2.328938366658643,0.7814866485993645,0.001,0.8966384742826317,0.5768605434704343
4020,-2.3746563205583096,0.7854464665880987,0.001,0.8966269114885141,0.5793763922285458
4040,-2.419997486712056,0.7890220311042939,0.001,0.8966152935390699,0.5823346881630218
4060,-2.464975498719395,0.7922410633691562,0.001,0.8966036127622586,0.585625072115664
4080,-2.5096035311624396,0.7951306009493665,0.001,0.8965918635824988,0.5891475637839483
4100,-2.553894218446364,0.7977167946197788,0.001,0.8965800423239351,0.5928115384978841
4120,-2.597859591067532,0.8000248224912675,0.001,0.8965681470333983,0.5965347828237151
4140,-2.6415110267262985,0.8020788833098768,0.001,0.896556177321203,0.6002426525250213
4160,-2.684859214102145,0.8039022416111962,0.001,0.8965441342176167,0.6038673426591221
4180,-2.7279141274572782,0.8055173049973173,0.001,0.8965320200427355,0.607347271032419
4200,-2.7706850105334944,0.8069457191081284,0.001,0.8965198382875298,0.6106265710062809
4220,-2.8131803684602747,0.8082084695457582,0.001,0.8965075935039488,0.6136546865299013
4240,-2.855407966605016,0.8093259825585303,0.001,0.8964952912021288,0.6163860604912166
4260,-2.8973748354739968,0.8103182180459604,0.001,0.8964829377529395,0.6187799065032712
4280,-2.9390872809198485,0.8112047496645358,0.001,0.8964705402943122,0.6208000537418533
4300,-2.9805508990321328,0.8120048276864867,0.001,0.8964581066399975,0.6224148542025798
4320,-3.0217705951856972,0.8127374209368365,0.001,0.8964456451896166,0.6235971416178225
4340,-3.062750606799936,0.8134212347218187,0.001,0.8964331648390884,0.6243242311915097
4360,-3.1034945294235508,0.8140747022540971,0.001,0.8964206748907296,0.6245779492409198
4380,3.1391799613734452,0.8147159477468687,0.001,0.8964081849625446,0.624344681777983
4400,3.0988998495275966,0.8153627201410161,0.001,0.8963957048964409,0.6236154310388718
4420,3.0588485874052203,0.8160322973790081,0.001,0.8963832446653311,0.6223858690151254
4440,3.0190248307973286,0.8167413622574281,0.001,0.8963708142792867,0.6206563771961614
4460,2.9794277079426017,0.8175058521650836,0.001,0.8963584236911365,0.6184320620485944
4480,2.9400567797645403,0.818340786409315,0.001,0.8963460827021014,0.6157227362766696
4500,2.9009119987723926,0.8192600762881798,0.001,0.8963338008682404,0.6125428566668021
4520,2.8619936669063057,0.820276324496331,0.001,0.8963215874086728,0.6089114103420744
4540,2.8233023926202874,0.8214006217546996,0.001,0.8963094511166773,0.6048517425479781
4560,2.7848390475113405,0.8226423496143289,0.001,0.8962974002748971,0.6003913206497137
4580,2.7466047228181525,0.824008999087369,0.001,0.8962854425759709,0.5955614308181489
4600,2.7086006861271303,0.8255060149982075,0.001,0.8962735850499466,0.5903968058770985
4620,2.670828338636155,0.8271366756425639,0.001,0.8962618339998626,0.5849351849333286
4640,2.633289173336376,0.8289020164432513,0.001,0.8962501949468267,0.5792168076692539
4660,2.5959847344788347,0.8308008047913501,0.001,0.896238672585851,0.5732838485145819
4680,2.5589165786948582,0.8328295712001496,0.001,0.8962272707535696,0.5671797983126399
4700,2.5220862381362594,0.8349826993622107,0.001,0.8962159924087884,0.5609488035617269
4720,2.4854951859926127,0.8372525748160311,0.001,0.8962048396265843,0.5546349758469696
4740,2.4491448047271414,0.8396297888635995,0.001,0.896193813606398,0.548281686665235
4760,2.413036357349153,0.8421033913289077,0.001,0.8961829146942287,0.5419308654011996
4780,2.377170962008096,0.844661182926974,0.001,0.8961721424186583,0.5356223205455282
4800,2.3415495701512095,0.8472900356506973,0.001,0.8961614955400188,0.5293931060295768
4820,2.3061729484325024,0.8499762279010337,0.001,0.8961509721115547,0.5232769553368327
4840,2.2710416644955416,0.852705780276745,0.001,0.8961405695510001,0.5173038053425325
4860,2.2361560766771533,0.8554647781324496,0.001,0.8961302847205586,0.5114994292178215
4880,2.201516327596106,0.8582396682388245,0.001,0.8961201140129487,0.5058851930488764
4900,2.1671223415042293,0.861017519042838,0.001,0.8961100534409382,0.5004779442788834
4920,2.132973825191848,0.8637862369068253,0.001,0.8961000987277172,0.4952900323111491
4940,2.0990702721608847,0.8665347339796875,0.001,0.8960902453955314,0.4903294535645265
4960,2.0654109697124445,0.8692530466516085,0.001,0.896080488850236,0.48560010600908415
4980,2.031995008545711,0.8719324065172284,0.001,0.8960708244597863,0.4811021326523079
5000,1.9988212944339117,0.8745652681554703,0.001,0.8960612476251346,0.4768323301714125
5020,1.965888561531965,0.8771452996805086,0.001,0.8960517538424885,0.4727845980356998
5040,1.933195386877591,0.8796673429049323,0.001,0.8960423387563685,0.46895040477197014
5060,1.9007402056709843,0.8821273501620187,0.001,0.896032998203346,0.46531925095834004
5080,1.8685213269536487,0.884522304502669,0.001,0.896023728246704,0.4618791124369751
5100,1.8365369493510537,0.8868501292824359,0.001,0.8960145252025526,0.4586168514941854
5120,1.8047851765924112,0.8891095922467839,0.001,0.8960053856581339,0.4555185878711715
5140,1.7732640325709395,0.8913002082427667,0.001,0.8959963064831689,0.4525700251070755
5160,1.7419714757567504,0.8934221437316693,0.001,0.8959872848351649,0.4497567307024523
5180,1.7109054128201033,0.8954761254134291,0.001,0.895978318159595,0.44706437087712814
5200,1.6800637113639287,0.8974633545333798,0.001,0.8959694041858437,0.44447890232069
5220,1.6494442117006627,0.8993854278360092,0.001,0.8959605409197354,0.4419867243856646
5240,1.6190447376391277,0.901244265654765,0.001,0.8959517266334011,0.43957479576267067
5260,1.588863106272877,0.9030420472682948,0.001,0.8959429598531464,0.4372307199141659
5280,1.5588971367820232,0.9047811533944924,0.001,0.8959342393459004,0.43494280352846204
5300,1.529144658276912,0.9064641155159808,0.001,0.8959255641047437,0.4327000920715938
5320,1.4996035167243458,0.9080935716167691,0.001,0.8959169333339313,0.4304923862269029
5340,1.4702715810060483,0.9096722278444245,0.001,0.8959083464337558,0.4283102426696015
5360,1.4411467481652285,0.9112028255822964,0.001,0.895899802985535,0.42614496226091936
5380,1.4122269479007479,0.912688113411655,0.001,0.8958913027369388,0.4239885683870771
5400,1.3835101463702666,0.9141308234559097,0.001,0.8958828455878359,0.42183377782666576
5420,1.3549943493638106,0.9155336516221508,0.001,0.8958744315767803,0.4196739662145224
5440,1.3266776049081586,0.9168992412845783,0.001,0.8958660608682301,0.41750312988430294
5460,1.2985580053603158,0.9182301699866551,0.001,0.8958577337405546,0.41531584561654444
5480,1.2706336890454992,0.9195289387718906,0.001,0.8958494505748552,0.4131072295929542
5500,1.2429028414916072,0.9207979637855405,0.001,0.8958412118446073,0.4108728966588043
5520,1.2153636963083445,0.9220395698203423,0.001,0.895833018106103,0.4086089208211062
5540,1.1880145357550334,0.9232559855082383,0.001,0.8958248699896671,0.4063117977582609
5560,1.160853691036942,0.9244493398866702,0.001,0.8958167681915936,0.4039784099846173
5580,1.1338795423655672,0.9256216600924415,0.001,0.8958087134667467,0.4016059951991095
5600,1.1070905188140678,0.9267748699584493,0.001,0.8958007066217586,0.3991921182492349
5620,1.0804850979947134,0.9279107893088637,0.001,0.8957927485087451,0.3967346470593743
5640,1.0540618055811424,0.92903113376677,0.001,0.8957848400194606,0.3942317328051974
5660,1.027819214694116,0.9301375149049187,0.001,0.8957769820798013,0.39168179456409746
5680,1.0017559451657096,0.9312314405851607,0.001,0.8957691756445667,0.38908350863572505
5700,0.9758706626930683,0.932314315345313,0.001,0.8957614216923857,0.3864358027084221
5720,0.950162077889431,0.9333874407035241,0.001,0.8957537212207051,0.38373785504853364
5740,0.9246289452366361,0.9344520152595016,0.001,0.8957460752407408,0.38098909891340604
5760,0.8992700619401364,0.9355091344788953,0.001,0.8957384847722832,0.3781892324391135
5780,0.8740842666842872,0.936559790051323,0.001,0.8957309508382455,0.37533823433602065
5800,0.8490704382825502,0.9376048687133647,0.001,0.895723474458832,0.37243638584561806
5820,0.8242274942139923,0.9386451504246982,0.001,0.8957160566451973,0.36948429957915463
5840,0.7995543890340938,0.9396813057774956,0.001,0.8957086983924473,0.3664829560822419
5860,0.7750501126442473,0.9407138925053248,0.001,0.8957014006718205,0.3634337492610352
5880,0.7507136884002412,0.9417433509371425,0.001,0.8956941644218539,0.3603385421756771
5900,0.7265441710353813,0.9427699982137658,0.001,0.8956869905383067,0.35719973516266423
5920,0.702540644368405,0.9437940210485665,0.001,0.8956798798625704,0.3540203487857947
5940,0.6787022187598339,0.9448154667727912,0.001,0.8956728331682383,0.35080412470573513
5960,0.655028028272547,0.9458342323644552,0.001,0.895665851145437,0.3475556481178092
5980,0.6315172274831051,0.9468500511306829,0.001,0.8956589343824471,0.3442804957498402
6000,0.6081689878794123,0.947862476722135,0.001,0.8956520833440633,0.3409854131630904
6020,0.5849824937683609,0.9488708642516073,0.001,0.8956452983460762,0.3376785235710331
6040,0.561956937604814,0.9498743485469906,0.001,0.8956385795252602,0.33436956641744675
6060,0.5390915146433815,0.9508718201144144,0.001,0.8956319268043532,0.3310701557755803
6080,0.5163854168112236,0.9518619003809298,0.001,0.8956253398518614,0.32779403405111546
6100,0.4938378257112979,0.9528429193730247,0.001,0.8956188180372326,0.32455727384977096
6120,0.47144790470235276,0.9538129011499289,0.001,0.8956123603831864,0.3213783516845771
6140,0.44921479007754805,0.9547695645976454,0.001,0.8956059655188113,0.31827799045815
6160,0.4271375814879692,0.955710348437938,0.001,0.8955996316392069,0.31527866364196805
6180,0.40521533192652487,0.9566324677596493,0.001,0.8955933564792056,0.31240369986160726
6200,0.38344703777210604,0.9575330037233415,0.001,0.8955871373089028,0.3096760350595084
6220,0.3618316295362123,0.958409019186439,0.001,0.8955809709562891,0.30711679979284084
6240,0.34036796398891966,0.9592576845883393,0.001,0.8955748538573892,0.3047440251081902
6260,0.3190548182327275,0.9600763950486488,0.001,0.8955687821286135,0.30257173237520985
6280,0.29789088606429304,0.960862862969253,0.001,0.895562751651927,0.3006095441265415
6300,0.27687477668754323,0.9616151781003709,0.001,0.8955567581624324,0.29886279172209596
6320,0.25600501559720557,0.9623318349033917,0.001,0.895550797329731,0.2973329839759707
6340,0.23528004728953733,0.9630117323152979,0.001,0.8955448648276181,0.2960184684387968
6360,0.21469823938574553,0.9636541531742531,0.001,0.8955389563898273,0.2949151430952275
6380,0.19425788775461794,0.9642587304814689,0.001,0.8955330678518774,0.29401712486044806
6400,0.17395722226580124,0.9648254064775095,0.001,0.8955271951804613,0.2933173268663654
6420,0.1537944128698057,0.9653543890093107,0.001,0.8955213344924015,0.2928079289476438
6440,0.13376757576838227,0.9658461082771477,0.001,0.8955154820652999,0.2924807447247903
6460,0.11387477950051063,0.9663011759326215,0.001,0.8955096343418228,0.29232749776107986
6480,0.0941140508210119,0.9667203476656139,0.001,0.8955037879292833,0.2923400222443487
6500,0.07448338029019766,0.9671044898305617,0.001,0.8954979395958645,0.2925104033612901
